Month,Day,Hour,Time (Hours),Loading (W) (Extraction)
2,21,14,1237,3600
2,21,15,1238,3600
2,21,16,1239,3600
2,21,17,1240,3600
2,21,18,1241,3600
2,21,19,1242,3600
2,21,20,1243,3600
2,21,21,1244,3600
2,21,22,1245,3600
2,21,23,1246,3600
2,21,24,1247,3600
2,22,1,1248,3600
2,22,2,1249,3600
2,22,3,1250,3600
2,22,4,1251,3600
2,22,5,1252,3600
2,22,6,1253,3600
2,22,7,1254,3600
2,22,8,1255,3600
2,22,9,1256,3600
2,22,10,1257,3600
2,22,11,1258,3600
2,22,12,1259,3600
2,22,13,1260,3600
2,22,14,1261,3600
2,22,15,1262,3600
2,22,16,1263,3600
2,22,17,1264,3600
2,22,18,1265,3600
2,22,19,1266,3600
2,22,20,1267,3600
2,22,21,1268,3600
2,22,22,1269,3600
2,22,23,1270,3600
2,22,24,1271,3600
2,23,1,1272,3600
2,23,2,1273,3600
2,23,3,1274,3600
2,23,4,1275,3600
2,23,5,1276,3600
2,23,6,1277,3600
2,23,7,1278,3600
2,23,8,1279,3600
2,23,9,1280,3600
2,23,10,1281,3600
2,23,11,1282,3600
2,23,12,1283,3600
2,23,13,1284,3600
2,23,14,1285,3600
2,23,15,1286,3600
2,23,16,1287,3600
2,23,17,1288,3600
2,23,18,1289,3600
2,23,19,1290,3600
2,23,20,1291,3600
2,23,21,1292,3600
2,23,22,1293,3600
2,23,23,1294,3600
2,23,24,1295,3600
2,24,1,1296,3600
2,24,2,1297,3600
2,24,3,1298,3600
2,24,4,1299,3600
2,24,5,1300,3600
2,24,6,1301,3600
2,24,7,1302,3600
2,24,8,1303,3600
2,24,9,1304,3600
2,24,10,1305,3600
2,24,11,1306,3600
2,24,12,1307,3600
2,24,13,1308,3600
2,24,14,1309,3600
2,24,15,1310,3600
2,24,16,1311,3600
2,24,17,1312,3600
2,24,18,1313,3600
2,24,19,1314,3600
2,24,20,1315,3600
2,24,21,1316,3600
2,24,22,1317,3600
2,24,23,1318,3600
2,24,24,1319,3600
2,25,1,1320,3600
2,25,2,1321,3600
2,25,3,1322,3600
2,25,4,1323,3600
2,25,5,1324,3600
2,25,6,1325,3600
2,25,7,1326,3600
2,25,8,1327,3600
2,25,9,1328,3600
2,25,10,1329,3600
2,25,11,1330,3600
2,25,12,1331,3600
2,25,13,1332,3600
2,25,14,1333,3600
2,25,15,1334,3600
2,25,16,1335,3600
2,25,17,1336,3600
2,25,18,1337,3600
2,25,19,1338,3600
2,25,20,1339,3600
2,25,21,1340,3600
2,25,22,1341,3600
2,25,23,1342,3600
2,25,24,1343,3600
2,26,1,1344,3600
2,26,2,1345,3600
2,26,3,1346,3600
2,26,4,1347,3600
2,26,5,1348,3600
2,26,6,1349,3600
2,26,7,1350,3600
2,26,8,1351,3600
2,26,9,1352,3600
2,26,10,1353,3600
2,26,11,1354,3600
2,26,12,1355,3600
2,26,13,1356,3600
2,26,14,1357,3600
2,26,15,1358,3600
2,26,16,1359,3600
2,26,17,1360,3600
2,26,18,1361,3600
2,26,19,1362,3600
2,26,20,1363,3600
2,26,21,1364,3600
2,26,22,1365,3600
2,26,23,1366,3600
2,26,24,1367,3600
2,27,1,1368,3600
2,27,2,1369,3600
2,27,3,1370,3600
2,27,4,1371,3600
2,27,5,1372,3600
2,27,6,1373,3600
2,27,7,1374,3600
2,27,8,1375,3600
2,27,9,1376,3600
2,27,10,1377,3600
2,27,11,1378,3600
2,27,12,1379,3600
2,27,13,1380,3600
2,27,14,1381,3600
2,27,15,1382,3600
2,27,16,1383,3600
2,27,17,1384,3600
2,27,18,1385,3600
2,27,19,1386,3600
2,27,20,1387,3600
2,27,21,1388,3600
2,27,22,1389,3600
2,27,23,1390,3600
2,27,24,1391,3600
2,28,1,1392,3600
2,28,2,1393,3600
2,28,3,1394,3600
2,28,4,1395,3600
2,28,5,1396,3600
2,28,6,1397,3600
2,28,7,1398,3600
2,28,8,1399,3600
2,28,9,1400,3600
2,28,10,1401,3600
2,28,11,1402,3600
2,28,12,1403,3600
2,28,13,1404,3600
2,28,14,1405,3600
2,28,15,1406,3600
2,28,16,1407,3600
2,28,17,1408,3600
2,28,18,1409,3600
2,28,19,1410,3600
2,28,20,1411,3600
2,28,21,1412,3600
2,28,22,1413,3600
2,28,23,1414,3600
2,28,24,1415,3600
3,1,1,1416,3600
3,1,2,1417,3600
3,1,3,1418,3600
3,1,4,1419,3600
3,1,5,1420,3600
3,1,6,1421,3600
3,1,7,1422,3600
3,1,8,1423,3600
3,1,9,1424,3600
3,1,10,1425,3600
3,1,11,1426,3600
3,1,12,1427,3600
3,1,13,1428,3600
3,1,14,1429,3600
3,1,15,1430,3600
3,1,16,1431,3600
3,1,17,1432,3600
3,1,18,1433,3600
3,1,19,1434,3600
3,1,20,1435,3600
3,1,21,1436,3600
3,1,22,1437,3600
3,1,23,1438,3600
3,1,24,1439,3600
3,2,1,1440,3600
3,2,2,1441,3600
3,2,3,1442,3600
3,2,4,1443,3600
3,2,5,1444,3600
3,2,6,1445,3600
3,2,7,1446,3600
3,2,8,1447,3600
3,2,9,1448,3600
3,2,10,1449,3600
3,2,11,1450,3600
3,2,12,1451,3600
3,2,13,1452,3600
3,2,14,1453,3600
3,2,15,1454,3600
3,2,16,1455,3600
3,2,17,1456,3600
3,2,18,1457,3600
3,2,19,1458,3600
3,2,20,1459,3600
3,2,21,1460,3600
3,2,22,1461,3600
3,2,23,1462,3600
3,2,24,1463,3600
3,3,1,1464,3600
3,3,2,1465,3600
3,3,3,1466,3600
3,3,4,1467,3600
3,3,5,1468,3600
3,3,6,1469,3600
3,3,7,1470,3600
3,3,8,1471,3600
3,3,9,1472,3600
3,3,10,1473,3600
3,3,11,1474,3600
3,3,12,1475,3600
3,3,13,1476,3600
3,3,14,1477,3600
3,3,15,1478,3600
3,3,16,1479,3600
3,3,17,1480,3600
3,3,18,1481,3600
3,3,19,1482,3600
3,3,20,1483,3600
3,3,21,1484,3600
3,3,22,1485,3600
3,3,23,1486,3600
3,3,24,1487,3600
3,4,1,1488,3600
3,4,2,1489,3600
3,4,3,1490,3600
3,4,4,1491,3600
3,4,5,1492,3600
3,4,6,1493,3600
3,4,7,1494,3600
3,4,8,1495,3600
3,4,9,1496,3600
3,4,10,1497,3600
3,4,11,1498,3600
3,4,12,1499,3600
3,4,13,1500,3600
3,4,14,1501,3600
3,4,15,1502,3600
3,4,16,1503,3600
3,4,17,1504,3600
3,4,18,1505,3600
3,4,19,1506,3600
3,4,20,1507,3600
3,4,21,1508,3600
3,4,22,1509,3600
3,4,23,1510,3600
3,4,24,1511,3600
3,5,1,1512,3600
3,5,2,1513,3600
3,5,3,1514,3600
3,5,4,1515,3600
3,5,5,1516,3600
3,5,6,1517,3600
3,5,7,1518,3600
3,5,8,1519,3600
3,5,9,1520,3600
3,5,10,1521,3600
3,5,11,1522,3600
3,5,12,1523,3600
3,5,13,1524,3600
3,5,14,1525,3600
3,5,15,1526,3600
3,5,16,1527,3600
3,5,17,1528,3600
3,5,18,1529,3600
3,5,19,1530,3600
3,5,20,1531,3600
3,5,21,1532,3600
3,5,22,1533,3600
3,5,23,1534,3600
3,5,24,1535,3600
3,6,1,1536,3600
3,6,2,1537,3600
3,6,3,1538,3600
3,6,4,1539,3600
3,6,5,1540,3600
3,6,6,1541,3600
3,6,7,1542,3600
3,6,8,1543,3600
3,6,9,1544,3600
3,6,10,1545,3600
3,6,11,1546,3600
3,6,12,1547,3600
3,6,13,1548,3600
3,6,14,1549,3600
3,6,15,1550,3600
3,6,16,1551,3600
3,6,17,1552,3600
3,6,18,1553,3600
3,6,19,1554,3600
3,6,20,1555,3600
3,6,21,1556,3600
3,6,22,1557,3600
3,6,23,1558,3600
3,6,24,1559,3600
3,7,1,1560,3600
3,7,2,1561,3600
3,7,3,1562,3600
3,7,4,1563,3600
3,7,5,1564,3600
3,7,6,1565,3600
3,7,7,1566,3600
3,7,8,1567,3600
3,7,9,1568,3600
3,7,10,1569,3600
3,7,11,1570,3600
3,7,12,1571,3600
3,7,13,1572,3600
3,7,14,1573,3600
3,7,15,1574,3600
3,7,16,1575,3600
3,7,17,1576,3600
3,7,18,1577,3600
3,7,19,1578,3600
3,7,20,1579,3600
3,7,21,1580,3600
3,7,22,1581,3600
3,7,23,1582,3600
3,7,24,1583,3600
3,8,1,1584,3600
3,8,2,1585,3600
3,8,3,1586,3600
3,8,4,1587,3600
3,8,5,1588,3600
3,8,6,1589,3600
3,8,7,1590,3600
3,8,8,1591,3600
3,8,9,1592,3600
3,8,10,1593,3600
3,8,11,1594,3600
3,8,12,1595,3600
3,8,13,1596,3600
3,8,14,1597,3600
3,8,15,1598,3600
3,8,16,1599,3600
3,8,17,1600,3600
3,8,18,1601,3600
3,8,19,1602,3600
3,8,20,1603,3600
3,8,21,1604,3600
3,8,22,1605,3600
3,8,23,1606,3600
3,8,24,1607,3600
3,9,1,1608,3600
3,9,2,1609,3600
3,9,3,1610,3600
3,9,4,1611,3600
3,9,5,1612,3600
3,9,6,1613,3600
3,9,7,1614,3600
3,9,8,1615,3600
3,9,9,1616,3600
3,9,10,1617,3600
3,9,11,1618,3600
3,9,12,1619,3600
3,9,13,1620,3600
3,9,14,1621,3600
3,9,15,1622,3600
3,9,16,1623,3600
3,9,17,1624,3600
3,9,18,1625,3600
3,9,19,1626,3600
3,9,20,1627,3600
3,9,21,1628,3600
3,9,22,1629,3600
3,9,23,1630,3600
3,9,24,1631,3600
3,10,1,1632,3600
3,10,2,1633,3600
3,10,3,1634,3600
3,10,4,1635,3600
3,10,5,1636,3600
3,10,6,1637,3600
3,10,7,1638,3600
3,10,8,1639,3600
3,10,9,1640,3600
3,10,10,1641,3600
3,10,11,1642,3600
3,10,12,1643,3600
3,10,13,1644,3600
3,10,14,1645,3600
3,10,15,1646,3600
3,10,16,1647,3600
3,10,17,1648,3600
3,10,18,1649,3600
3,10,19,1650,3600
3,10,20,1651,3600
3,10,21,1652,3600
3,10,22,1653,3600
3,10,23,1654,3600
3,10,24,1655,3600
3,11,1,1656,3600
3,11,2,1657,3600
3,11,3,1658,3600
3,11,4,1659,3600
3,11,5,1660,3600
3,11,6,1661,3600
3,11,7,1662,3600
3,11,8,1663,3600
3,11,9,1664,3600
3,11,10,1665,3600
3,11,11,1666,3600
3,11,12,1667,3600
3,11,13,1668,3600
3,11,14,1669,3600
3,11,15,1670,3600
3,11,16,1671,3600
3,11,17,1672,3600
3,11,18,1673,3600
3,11,19,1674,3600
3,11,20,1675,3600
3,11,21,1676,3600
3,11,22,1677,3600
3,11,23,1678,3600
3,11,24,1679,3600
3,12,1,1680,3600
3,12,2,1681,3600
3,12,3,1682,3600
3,12,4,1683,3600
3,12,5,1684,3600
3,12,6,1685,3600
3,12,7,1686,3600
3,12,8,1687,3600
3,12,9,1688,3600
3,12,10,1689,3600
3,12,11,1690,3600
3,12,12,1691,3600
3,12,13,1692,3600
3,12,14,1693,3600
3,12,15,1694,3600
3,12,16,1695,3600
3,12,17,1696,3600
3,12,18,1697,3600
3,12,19,1698,3600
3,12,20,1699,3600
3,12,21,1700,3600
3,12,22,1701,3600
3,12,23,1702,3600
3,12,24,1703,3600
3,13,1,1704,3600
3,13,2,1705,3600
3,13,3,1706,3600
3,13,4,1707,3600
3,13,5,1708,3600
3,13,6,1709,3600
3,13,7,1710,3600
3,13,8,1711,3600
3,13,9,1712,3600
3,13,10,1713,3600
3,13,11,1714,3600
3,13,12,1715,3600
3,13,13,1716,3600
3,13,14,1717,3600
3,13,15,1718,3600
3,13,16,1719,3600
3,13,17,1720,3600
3,13,18,1721,3600
3,13,19,1722,3600
3,13,20,1723,3600
3,13,21,1724,3600
3,13,22,1725,3600
3,13,23,1726,3600
3,13,24,1727,3600
3,14,1,1728,3600
3,14,2,1729,3600
3,14,3,1730,3600
3,14,4,1731,3600
3,14,5,1732,3600
3,14,6,1733,3600
3,14,7,1734,3600
3,14,8,1735,3600
3,14,9,1736,3600
3,14,10,1737,3600
3,14,11,1738,3600
3,14,12,1739,3600
3,14,13,1740,3600
3,14,14,1741,3600
3,14,15,1742,3600
3,14,16,1743,3600
3,14,17,1744,3600
3,14,18,1745,3600
3,14,19,1746,3600
3,14,20,1747,3600
3,14,21,1748,3600
3,14,22,1749,3600
3,14,23,1750,3600
3,14,24,1751,3600
3,15,1,1752,3600
3,15,2,1753,3600
3,15,3,1754,3600
3,15,4,1755,3600
3,15,5,1756,3600
3,15,6,1757,3600
3,15,7,1758,3600
3,15,8,1759,3600
3,15,9,1760,3600
3,15,10,1761,3600
3,15,11,1762,3600
3,15,12,1763,3600
3,15,13,1764,3600
3,15,14,1765,3600
3,15,15,1766,3600
3,15,16,1767,3600
3,15,17,1768,3600
3,15,18,1769,3600
3,15,19,1770,3600
3,15,20,1771,3600
3,15,21,1772,3600
3,15,22,1773,3600
3,15,23,1774,3600
3,15,24,1775,3600
3,16,1,1776,3600
3,16,2,1777,3600
3,16,3,1778,3600
3,16,4,1779,3600
3,16,5,1780,3600
3,16,6,1781,3600
3,16,7,1782,3600
3,16,8,1783,3600
3,16,9,1784,3600
3,16,10,1785,3600
3,16,11,1786,3600
3,16,12,1787,3600
3,16,13,1788,3600
3,16,14,1789,3600
3,16,15,1790,3600
3,16,16,1791,3600
3,16,17,1792,3600
3,16,18,1793,3600
3,16,19,1794,3600
3,16,20,1795,3600
3,16,21,1796,3600
3,16,22,1797,3600
3,16,23,1798,3600
3,16,24,1799,3600
3,17,1,1800,3600
3,17,2,1801,3600
3,17,3,1802,3600
3,17,4,1803,3600
3,17,5,1804,3600
3,17,6,1805,3600
3,17,7,1806,3600
3,17,8,1807,3600
3,17,9,1808,3600
3,17,10,1809,3600
3,17,11,1810,3600
3,17,12,1811,3600
3,17,13,1812,3600
3,17,14,1813,3600
3,17,15,1814,3600
3,17,16,1815,3600
3,17,17,1816,3600
3,17,18,1817,3600
3,17,19,1818,3600
3,17,20,1819,3600
3,17,21,1820,3600
3,17,22,1821,3600
3,17,23,1822,3600
3,17,24,1823,3600
3,18,1,1824,3600
3,18,2,1825,3600
3,18,3,1826,3600
3,18,4,1827,3600
3,18,5,1828,3600
3,18,6,1829,3600
3,18,7,1830,3600
3,18,8,1831,3600
3,18,9,1832,3600
3,18,10,1833,3600
3,18,11,1834,3600
3,18,12,1835,3600
3,18,13,1836,3600
3,18,14,1837,3600
3,18,15,1838,3600
3,18,16,1839,3600
3,18,17,1840,3600
3,18,18,1841,3600
3,18,19,1842,3600
3,18,20,1843,3600
3,18,21,1844,3600
3,18,22,1845,3600
3,18,23,1846,3600
3,18,24,1847,3600
3,19,1,1848,3600
3,19,2,1849,3600
3,19,3,1850,3600
3,19,4,1851,3600
3,19,5,1852,3600
3,19,6,1853,3600
3,19,7,1854,3600
3,19,8,1855,3600
3,19,9,1856,3600
3,19,10,1857,3600
3,19,11,1858,3600
3,19,12,1859,3600
3,19,13,1860,3600
3,19,14,1861,3600
3,19,15,1862,3600
3,19,16,1863,3600
3,19,17,1864,3600
3,19,18,1865,3600
3,19,19,1866,3600
3,19,20,1867,3600
3,19,21,1868,3600
3,19,22,1869,3600
3,19,23,1870,3600
3,19,24,1871,3600
3,20,1,1872,3600
3,20,2,1873,3600
3,20,3,1874,3600
3,20,4,1875,3600
3,20,5,1876,3600
3,20,6,1877,3600
3,20,7,1878,3600
3,20,8,1879,3600
3,20,9,1880,3600
3,20,10,1881,3600
3,20,11,1882,3600
3,20,12,1883,3600
3,20,13,1884,3600
3,20,14,1885,3600
3,20,15,1886,3600
3,20,16,1887,3600
3,20,17,1888,3600
3,20,18,1889,3600
3,20,19,1890,3600
3,20,20,1891,3600
3,20,21,1892,3600
3,20,22,1893,3600
3,20,23,1894,3600
3,20,24,1895,3600
3,21,1,1896,3600
3,21,2,1897,3600
3,21,3,1898,3600
3,21,4,1899,3600
3,21,5,1900,3600
3,21,6,1901,3600
3,21,7,1902,3600
3,21,8,1903,3600
3,21,9,1904,3600
3,21,10,1905,3600
3,21,11,1906,3600
3,21,12,1907,3600
3,21,13,1908,3600
3,21,14,1909,3600
3,21,15,1910,3600
3,21,16,1911,3600
3,21,17,1912,3600
3,21,18,1913,3600
3,21,19,1914,3600
3,21,20,1915,3600
3,21,21,1916,3600
3,21,22,1917,3600
3,21,23,1918,3600
3,21,24,1919,3600
3,22,1,1920,3600
3,22,2,1921,3600
3,22,3,1922,3600
3,22,4,1923,3600
3,22,5,1924,3600
3,22,6,1925,3600
3,22,7,1926,3600
3,22,8,1927,3600
3,22,9,1928,3600
3,22,10,1929,3600
3,22,11,1930,3600
3,22,12,1931,3600
3,22,13,1932,3600
3,22,14,1933,3600
3,22,15,1934,3600
3,22,16,1935,3600
3,22,17,1936,3600
3,22,18,1937,3600
3,22,19,1938,3600
3,22,20,1939,3600
3,22,21,1940,3600
3,22,22,1941,3600
3,22,23,1942,3600
3,22,24,1943,3600
3,23,1,1944,3600
3,23,2,1945,3600
3,23,3,1946,3600
3,23,4,1947,3600
3,23,5,1948,3600
3,23,6,1949,3600
3,23,7,1950,3600
3,23,8,1951,3600
3,23,9,1952,3600
3,23,10,1953,3600
3,23,11,1954,3600
3,23,12,1955,3600
3,23,13,1956,3600
3,23,14,1957,3600
3,23,15,1958,3600
3,23,16,1959,3600
3,23,17,1960,3600
3,23,18,1961,3600
3,23,19,1962,3600
3,23,20,1963,3600
3,23,21,1964,3600
3,23,22,1965,3600
3,23,23,1966,3600
3,23,24,1967,3600
3,24,1,1968,3600
3,24,2,1969,3600
3,24,3,1970,3600
3,24,4,1971,3600
3,24,5,1972,3600
3,24,6,1973,3600
3,24,7,1974,3600
3,24,8,1975,3600
3,24,9,1976,3600
3,24,10,1977,3600
3,24,11,1978,3600
3,24,12,1979,3600
3,24,13,1980,3600
3,24,14,1981,3600
3,24,15,1982,3600
3,24,16,1983,3600
3,24,17,1984,3600
3,24,18,1985,3600
3,24,19,1986,3600
3,24,20,1987,3600
3,24,21,1988,3600
3,24,22,1989,3600
3,24,23,1990,3600
3,24,24,1991,3600
3,25,1,1992,3600
3,25,2,1993,3600
3,25,3,1994,3600
3,25,4,1995,3600
3,25,5,1996,3600
3,25,6,1997,3600
3,25,7,1998,3600
3,25,8,1999,3600
3,25,9,2000,3600
3,25,10,2001,3600
3,25,11,2002,3600
3,25,12,2003,3600
3,25,13,2004,3600
3,25,14,2005,3600
3,25,15,2006,3600
3,25,16,2007,3600
3,25,17,2008,3600
3,25,18,2009,3600
3,25,19,2010,3600
3,25,20,2011,3600
3,25,21,2012,3600
3,25,22,2013,3600
3,25,23,2014,3600
3,25,24,2015,3600
3,26,1,2016,3600
3,26,2,2017,3600
3,26,3,2018,3600
3,26,4,2019,3600
3,26,5,2020,3600
3,26,6,2021,3600
3,26,7,2022,3600
3,26,8,2023,3600
3,26,9,2024,3600
3,26,10,2025,3600
3,26,11,2026,3600
3,26,12,2027,3600
3,26,13,2028,3600
3,26,14,2029,3600
3,26,15,2030,3600
3,26,16,2031,3600
3,26,17,2032,3600
3,26,18,2033,3600
3,26,19,2034,3600
3,26,20,2035,3600
3,26,21,2036,3600
3,26,22,2037,3600
3,26,23,2038,3600
3,26,24,2039,3600
3,27,1,2040,3600
3,27,2,2041,3600
3,27,3,2042,3600
3,27,4,2043,3600
3,27,5,2044,3600
3,27,6,2045,3600
3,27,7,2046,3600
3,27,8,2047,3600
3,27,9,2048,3600
3,27,10,2049,3600
3,27,11,2050,3600
3,27,12,2051,3600
3,27,13,2052,3600
3,27,14,2053,3600
3,27,15,2054,3600
3,27,16,2055,3600
3,27,17,2056,3600
3,27,18,2057,3600
3,27,19,2058,3600
3,27,20,2059,3600
3,27,21,2060,3600
3,27,22,2061,3600
3,27,23,2062,3600
3,27,24,2063,3600
3,28,1,2064,3600
3,28,2,2065,3600
3,28,3,2066,3600
3,28,4,2067,3600
3,28,5,2068,3600
3,28,6,2069,3600
3,28,7,2070,3600
3,28,8,2071,3600
3,28,9,2072,3600
3,28,10,2073,3600
3,28,11,2074,3600
3,28,12,2075,3600
3,28,13,2076,3600
3,28,14,2077,3600
3,28,15,2078,3600
3,28,16,2079,3600
3,28,17,2080,3600
3,28,18,2081,3600
3,28,19,2082,3600
3,28,20,2083,3600
3,28,21,2084,3600
3,28,22,2085,3600
3,28,23,2086,3600
3,28,24,2087,3600
3,29,1,2088,3600
3,29,2,2089,3600
3,29,3,2090,3600
3,29,4,2091,3600
3,29,5,2092,3600
3,29,6,2093,3600
3,29,7,2094,3600
3,29,8,2095,3600
3,29,9,2096,3600
3,29,10,2097,3600
3,29,11,2098,3600
3,29,12,2099,3600
3,29,13,2100,3600
3,29,14,2101,3600
3,29,15,2102,3600
3,29,16,2103,3600
3,29,17,2104,3600
3,29,18,2105,3600
3,29,19,2106,3600
3,29,20,2107,3600
3,29,21,2108,3600
3,29,22,2109,3600
3,29,23,2110,3600
3,29,24,2111,3600
3,30,1,2112,3600
3,30,2,2113,3600
3,30,3,2114,3600
3,30,4,2115,3600
3,30,5,2116,3600
3,30,6,2117,3600
3,30,7,2118,3600
3,30,8,2119,3600
3,30,9,2120,3600
3,30,10,2121,3600
3,30,11,2122,3600
3,30,12,2123,3600
3,30,13,2124,3600
3,30,14,2125,3600
3,30,15,2126,3600
3,30,16,2127,3600
3,30,17,2128,3600
3,30,18,2129,3600
3,30,19,2130,3600
3,30,20,2131,3600
3,30,21,2132,3600
3,30,22,2133,3600
3,30,23,2134,3600
3,30,24,2135,3600
3,31,1,2136,3600
3,31,2,2137,3600
3,31,3,2138,3600
3,31,4,2139,3600
3,31,5,2140,3600
3,31,6,2141,3600
3,31,7,2142,3600
3,31,8,2143,3600
3,31,9,2144,3600
3,31,10,2145,3600
3,31,11,2146,3600
3,31,12,2147,3600
3,31,13,2148,3600
3,31,14,2149,3600
3,31,15,2150,3600
3,31,16,2151,3600
3,31,17,2152,3600
3,31,18,2153,3600
3,31,19,2154,3600
3,31,20,2155,3600
3,31,21,2156,3600
3,31,22,2157,3600
3,31,23,2158,3600
3,31,24,2159,3600
4,1,1,2160,3600
4,1,2,2161,3600
4,1,3,2162,3600
4,1,4,2163,3600
4,1,5,2164,3600
4,1,6,2165,3600
4,1,7,2166,3600
4,1,8,2167,3600
4,1,9,2168,3600
4,1,10,2169,3600
4,1,11,2170,3600
4,1,12,2171,3600
4,1,13,2172,3600
4,1,14,2173,3600
4,1,15,2174,3600
4,1,16,2175,3600
4,1,17,2176,3600
4,1,18,2177,3600
4,1,19,2178,3600
4,1,20,2179,3600
4,1,21,2180,3600
4,1,22,2181,3600
4,1,23,2182,3600
4,1,24,2183,3600
4,2,1,2184,3600
4,2,2,2185,3600
4,2,3,2186,3600
4,2,4,2187,3600
4,2,5,2188,3600
4,2,6,2189,3600
4,2,7,2190,3600
4,2,8,2191,3600
4,2,9,2192,3600
4,2,10,2193,3600
4,2,11,2194,3600
4,2,12,2195,3600
4,2,13,2196,3600
4,2,14,2197,3600
4,2,15,2198,3600
4,2,16,2199,3600
4,2,17,2200,3600
4,2,18,2201,3600
4,2,19,2202,3600
4,2,20,2203,3600
4,2,21,2204,3600
4,2,22,2205,3600
4,2,23,2206,3600
4,2,24,2207,3600
4,3,1,2208,3600
4,3,2,2209,3600
4,3,3,2210,3600
4,3,4,2211,3600
4,3,5,2212,3600
4,3,6,2213,3600
4,3,7,2214,3600
4,3,8,2215,3600
4,3,9,2216,3600
4,3,10,2217,3600
4,3,11,2218,3600
4,3,12,2219,3600
4,3,13,2220,3600
4,3,14,2221,3600
4,3,15,2222,3600
4,3,16,2223,3600
4,3,17,2224,3600
4,3,18,2225,3600
4,3,19,2226,3600
4,3,20,2227,3600
4,3,21,2228,3600
4,3,22,2229,3600
4,3,23,2230,3600
4,3,24,2231,3600
4,4,1,2232,3600
4,4,2,2233,3600
4,4,3,2234,3600
4,4,4,2235,3600
4,4,5,2236,3600
4,4,6,2237,3600
4,4,7,2238,3600
4,4,8,2239,3600
4,4,9,2240,3600
4,4,10,2241,3600
4,4,11,2242,3600
4,4,12,2243,3600
4,4,13,2244,3600
4,4,14,2245,3600
4,4,15,2246,3600
4,4,16,2247,3600
4,4,17,2248,3600
4,4,18,2249,3600
4,4,19,2250,3600
4,4,20,2251,3600
4,4,21,2252,3600
4,4,22,2253,3600
4,4,23,2254,3600
4,4,24,2255,3600
4,5,1,2256,3600
4,5,2,2257,3600
4,5,3,2258,3600
4,5,4,2259,3600
4,5,5,2260,3600
4,5,6,2261,3600
4,5,7,2262,3600
4,5,8,2263,3600
4,5,9,2264,3600
4,5,10,2265,3600
4,5,11,2266,3600
4,5,12,2267,3600
4,5,13,2268,3600
4,5,14,2269,3600
4,5,15,2270,3600
4,5,16,2271,3600
4,5,17,2272,3600
4,5,18,2273,3600
4,5,19,2274,3600
4,5,20,2275,3600
4,5,21,2276,3600
4,5,22,2277,3600
4,5,23,2278,3600
4,5,24,2279,3600
4,6,1,2280,3600
4,6,2,2281,3600
4,6,3,2282,3600
4,6,4,2283,3600
4,6,5,2284,3600
4,6,6,2285,3600
4,6,7,2286,3600
4,6,8,2287,3600
4,6,9,2288,3600
4,6,10,2289,3600
4,6,11,2290,3600
4,6,12,2291,3600
4,6,13,2292,3600
4,6,14,2293,3600
4,6,15,2294,3600
4,6,16,2295,3600
4,6,17,2296,3600
4,6,18,2297,3600
4,6,19,2298,3600
4,6,20,2299,3600
4,6,21,2300,3600
4,6,22,2301,3600
4,6,23,2302,3600
4,6,24,2303,3600
4,7,1,2304,3600
4,7,2,2305,3600
4,7,3,2306,3600
4,7,4,2307,3600
4,7,5,2308,3600
4,7,6,2309,3600
4,7,7,2310,3600
4,7,8,2311,3600
4,7,9,2312,3600
4,7,10,2313,3600
4,7,11,2314,3600
4,7,12,2315,3600
4,7,13,2316,3600
4,7,14,2317,3600
4,7,15,2318,3600
4,7,16,2319,3600
4,7,17,2320,3600
4,7,18,2321,3600
4,7,19,2322,3600
4,7,20,2323,3600
4,7,21,2324,3600
4,7,22,2325,3600
4,7,23,2326,3600
4,7,24,2327,3600
4,8,1,2328,3600
4,8,2,2329,3600
4,8,3,2330,3600
4,8,4,2331,3600
4,8,5,2332,3600
4,8,6,2333,3600
4,8,7,2334,3600
4,8,8,2335,3600
4,8,9,2336,3600
4,8,10,2337,3600
4,8,11,2338,3600
4,8,12,2339,3600
4,8,13,2340,3600
4,8,14,2341,3600
4,8,15,2342,3600
4,8,16,2343,3600
4,8,17,2344,3600
4,8,18,2345,3600
4,8,19,2346,3600
4,8,20,2347,3600
4,8,21,2348,3600
4,8,22,2349,3600
4,8,23,2350,3600
4,8,24,2351,3600
4,9,1,2352,3600
4,9,2,2353,3600
4,9,3,2354,3600
4,9,4,2355,3600
4,9,5,2356,3600
4,9,6,2357,3600
4,9,7,2358,3600
4,9,8,2359,3600
4,9,9,2360,3600
4,9,10,2361,3600
4,9,11,2362,3600
4,9,12,2363,3600
4,9,13,2364,3600
4,9,14,2365,3600
4,9,15,2366,3600
4,9,16,2367,3600
4,9,17,2368,3600
4,9,18,2369,3600
4,9,19,2370,3600
4,9,20,2371,3600
4,9,21,2372,3600
4,9,22,2373,3600
4,9,23,2374,3600
4,9,24,2375,3600
4,10,1,2376,3600
4,10,2,2377,3600
4,10,3,2378,3600
4,10,4,2379,3600
4,10,5,2380,3600
4,10,6,2381,3600
4,10,7,2382,3600
4,10,8,2383,3600
4,10,9,2384,3600
4,10,10,2385,3600
4,10,11,2386,3600
4,10,12,2387,3600
4,10,13,2388,3600
4,10,14,2389,3600
4,10,15,2390,3600
4,10,16,2391,3600
4,10,17,2392,3600
4,10,18,2393,3600
4,10,19,2394,3600
4,10,20,2395,3600
4,10,21,2396,3600
4,10,22,2397,3600
4,10,23,2398,3600
4,10,24,2399,3600
4,11,1,2400,3600
