Time (hr),Time (month),Tb (C),GHE ExFT (C)
4351,6.009408602,-0.013832084,-4.302302482
4352,6.010752688,-0.014069449,-4.302535158
4353,6.012096774,-0.01430676,-4.30276778
4354,6.01344086,-0.014544016,-4.303000348
4355,6.014784946,-0.014781216,-4.303232863
4356,6.016129032,-0.015018362,-4.303465323
4357,6.017473118,-0.015255453,-4.30369773
4358,6.018817204,-0.015492489,-4.303930083
4359,6.02016129,-0.01572947,-4.304162382
4360,6.021505376,-0.015966397,-4.304394627
4361,6.022849462,-0.016203268,-4.304626819
4362,6.024193548,-0.016440085,-4.304858957
4363,6.025537634,-0.016676847,-4.305091041
4364,6.02688172,-0.016913554,-4.305323072
4365,6.028225806,-0.017150207,-4.305555049
4366,6.029569892,-0.017386805,-4.305786972
4367,6.030913978,-0.017623348,-4.306018842
4368,6.032258065,-0.017859837,-4.306250658
4369,6.033602151,-0.018096271,-4.306482421
4370,6.034946237,-0.01833265,-4.30671413
4371,6.036290323,-0.018568975,-4.306945786
4372,6.037634409,-0.018805246,-4.307177389
4373,6.038978495,-0.019041462,-4.307408938
4374,6.040322581,-0.019277623,-4.307640433
4375,6.041666667,-0.01951373,-4.307871876
4376,6.043010753,-0.019749783,-4.308103264
4377,6.044354839,-0.019985781,-4.3083346
4378,6.045698925,-0.020221725,-4.308565882
4379,6.047043011,-0.020457614,-4.308797111
4380,6.048387097,-0.02069345,-4.309028287
4381,6.049731183,-0.02092923,-4.309259409
4382,6.051075269,-0.021164957,-4.309490479
4383,6.052419355,-0.021400629,-4.309721495
4384,6.053763441,-0.021636247,-4.309952458
4385,6.055107527,-0.021871811,-4.310183368
4386,6.056451613,-0.022107321,-4.310414224
4387,6.057795699,-0.022342777,-4.310645028
4388,6.059139785,-0.022578178,-4.310875779
4389,6.060483871,-0.022813526,-4.311106476
4390,6.061827957,-0.023048819,-4.311337121
4391,6.063172043,-0.023284058,-4.311567712
4392,6.064516129,-0.023519243,-4.311798251
4393,6.065860215,-0.023754374,-4.312028737
4394,6.067204301,-0.023989452,-4.31225917
4395,6.068548387,-0.024224475,-4.312489549
4396,6.069892473,-0.024459444,-4.312719876
4397,6.071236559,-0.02469436,-4.312950151
4398,6.072580645,-0.024929221,-4.313180372
4399,6.073924731,-0.025164029,-4.313410541
4400,6.075268817,-0.025398783,-4.313640656
4401,6.076612903,-0.025633483,-4.313870719
4402,6.077956989,-0.025868129,-4.31410073
4403,6.079301075,-0.026102722,-4.314330687
4404,6.080645161,-0.026337261,-4.314560592
4405,6.081989247,-0.026571746,-4.314790445
4406,6.083333333,-0.026806177,-4.315020245
4407,6.084677419,-0.027040555,-4.315249992
4408,6.086021505,-0.027274879,-4.315479686
4409,6.087365591,-0.027509149,-4.315709328
4410,6.088709677,-0.027743366,-4.315938918
4411,6.090053763,-0.02797753,-4.316168455
4412,6.091397849,-0.02821164,-4.316397939
4413,6.092741935,-0.028445696,-4.316627371
4414,6.094086022,-0.028679699,-4.316856751
4415,6.095430108,-0.028913648,-4.317086078
4416,6.096774194,-0.029147544,-4.317315353
4417,6.09811828,-0.029381386,-4.317544575
4418,6.099462366,-0.029615175,-4.317773745
4419,6.100806452,-0.029848911,-4.318002863
4420,6.102150538,-0.030082594,-4.318231928
4421,6.103494624,-0.030316223,-4.318460942
4422,6.10483871,-0.030549798,-4.318689903
4423,6.106182796,-0.030783321,-4.318918811
4424,6.107526882,-0.03101679,-4.319147668
4425,6.108870968,-0.031250206,-4.319376472
4426,6.110215054,-0.031483569,-4.319605225
4427,6.11155914,-0.031716879,-4.319833925
4428,6.112903226,-0.031950135,-4.320062573
4429,6.114247312,-0.032183339,-4.320291169
4430,6.115591398,-0.032416489,-4.320519713
4431,6.116935484,-0.032649586,-4.320748204
4432,6.11827957,-0.03288263,-4.320976644
4433,6.119623656,-0.033115621,-4.321205032
4434,6.120967742,-0.033348559,-4.321433368
4435,6.122311828,-0.033581444,-4.321661652
4436,6.123655914,-0.033814277,-4.321889884
4437,6.125,-0.034047056,-4.322118064
4438,6.126344086,-0.034279782,-4.322346192
4439,6.127688172,-0.034512455,-4.322574269
4440,6.129032258,-0.034745076,-4.322802294
4441,6.130376344,-0.034977644,-4.323030266
4442,6.13172043,-0.035210159,-4.323258187
4443,6.133064516,-0.035442621,-4.323486057
4444,6.134408602,-0.03567503,-4.323713874
4445,6.135752688,-0.035907387,-4.32394164
4446,6.137096774,-0.03613969,-4.324169354
4447,6.13844086,-0.036371942,-4.324397017
4448,6.139784946,-0.03660414,-4.324624628
4449,6.141129032,-0.036836286,-4.324852187
4450,6.142473118,-0.037068379,-4.325079695
4451,6.143817204,-0.03730042,-4.325307151
4452,6.14516129,-0.037532408,-4.325534556
4453,6.146505376,-0.037764343,-4.325761909
4454,6.147849462,-0.037996226,-4.32598921
4455,6.149193548,-0.038228057,-4.32621646
4456,6.150537634,-0.038459835,-4.326443659
4457,6.15188172,-0.03869156,-4.326670806
4458,6.153225806,-0.038923233,-4.326897902
4459,6.154569892,-0.039154854,-4.327124947
4460,6.155913978,-0.039386422,-4.32735194
4461,6.157258065,-0.039617938,-4.327578882
4462,6.158602151,-0.039849401,-4.327805772
4463,6.159946237,-0.040080813,-4.328032611
4464,6.161290323,-0.040312172,-4.328259399
4465,6.162634409,-0.040543478,-4.328486136
4466,6.163978495,-0.040774733,-4.328712821
4467,6.165322581,-0.041005935,-4.328939456
4468,6.166666667,-0.041237085,-4.329166039
4469,6.168010753,-0.041468182,-4.329392571
4470,6.169354839,-0.041699228,-4.329619052
4471,6.170698925,-0.041930222,-4.329845481
4472,6.172043011,-0.042161163,-4.33007186
4473,6.173387097,-0.042392052,-4.330298187
4474,6.174731183,-0.042622889,-4.330524464
4475,6.176075269,-0.042853675,-4.33075069
4476,6.177419355,-0.043084408,-4.330976864
4477,6.178763441,-0.043315089,-4.331202988
4478,6.180107527,-0.043545718,-4.33142906
4479,6.181451613,-0.043776296,-4.331655082
4480,6.182795699,-0.044006821,-4.331881053
4481,6.184139785,-0.044237294,-4.332106973
4482,6.185483871,-0.044467716,-4.332332842
4483,6.186827957,-0.044698086,-4.33255866
4484,6.188172043,-0.044928403,-4.332784428
4485,6.189516129,-0.04515867,-4.333010144
4486,6.190860215,-0.045388884,-4.33323581
4487,6.192204301,-0.045619046,-4.333461425
4488,6.193548387,-0.045849157,-4.33368699
4489,6.194892473,-0.046079216,-4.333912504
4490,6.196236559,-0.046309224,-4.334137967
4491,6.197580645,-0.046539179,-4.334363379
4492,6.198924731,-0.046769083,-4.334588741
4493,6.200268817,-0.046998936,-4.334814052
4494,6.201612903,-0.047228737,-4.335039313
4495,6.202956989,-0.047458486,-4.335264523
4496,6.204301075,-0.047688184,-4.335489682
4497,6.205645161,-0.04791783,-4.335714791
4498,6.206989247,-0.048147424,-4.33593985
4499,6.208333333,-0.048376968,-4.336164858
4500,6.209677419,-0.048606459,-4.336389816
4501,6.211021505,-0.0488359,-4.336614723
4502,6.212365591,-0.049065288,-4.33683958
4503,6.213709677,-0.049294626,-4.337064386
4504,6.215053763,-0.049523912,-4.337289142
4505,6.216397849,-0.049753147,-4.337513848
4506,6.217741935,-0.04998233,-4.337738503
4507,6.219086022,-0.050211462,-4.337963108
4508,6.220430108,-0.050440543,-4.338187663
4509,6.221774194,-0.050669573,-4.338412168
4510,6.22311828,-0.050898551,-4.338636622
4511,6.224462366,-0.051127478,-4.338861027
4512,6.225806452,-0.051356354,-4.339085381
4513,6.227150538,-0.051585179,-4.339309684
4514,6.228494624,-0.051813953,-4.339533938
4515,6.22983871,-0.052042675,-4.339758142
4516,6.231182796,-0.052271347,-4.339982295
4517,6.232526882,-0.052499967,-4.340206399
4518,6.233870968,-0.052728536,-4.340430452
4519,6.235215054,-0.052957055,-4.340654456
4520,6.23655914,-0.053185522,-4.340878409
4521,6.237903226,-0.053413938,-4.341102312
4522,6.239247312,-0.053642303,-4.341326166
4523,6.240591398,-0.053870618,-4.341549969
4524,6.241935484,-0.054098881,-4.341773723
4525,6.24327957,-0.054327094,-4.341997427
4526,6.244623656,-0.054555256,-4.342221081
4527,6.245967742,-0.054783366,-4.342444685
4528,6.247311828,-0.055011426,-4.342668239
4529,6.248655914,-0.055239436,-4.342891743
4530,6.25,-0.055467394,-4.343115198
4531,6.251344086,-0.055695302,-4.343338603
4532,6.252688172,-0.055923159,-4.343561958
4533,6.254032258,-0.056150965,-4.343785263
4534,6.255376344,-0.05637872,-4.344008519
4535,6.25672043,-0.056606425,-4.344231725
4536,6.258064516,-0.056834079,-4.344454882
4537,6.259408602,-0.057061683,-4.344677988
4538,6.260752688,-0.057289236,-4.344901046
4539,6.262096774,-0.057516738,-4.345124053
4540,6.26344086,-0.05774419,-4.345347011
4541,6.264784946,-0.057971592,-4.34556992
4542,6.266129032,-0.058198942,-4.345792779
4543,6.267473118,-0.058426243,-4.346015588
4544,6.268817204,-0.058653493,-4.346238348
4545,6.27016129,-0.058880692,-4.346461059
4546,6.271505376,-0.059107841,-4.34668372
4547,6.272849462,-0.059334939,-4.346906332
4548,6.274193548,-0.059561988,-4.347128894
4549,6.275537634,-0.059788985,-4.347351407
4550,6.27688172,-0.060015933,-4.347573871
4551,6.278225806,-0.06024283,-4.347796285
4552,6.279569892,-0.060469677,-4.34801865
4553,6.280913978,-0.060696474,-4.348240966
4554,6.282258065,-0.06092322,-4.348463232
4555,6.283602151,-0.061149916,-4.34868545
4556,6.284946237,-0.061376562,-4.348907618
4557,6.286290323,-0.061603158,-4.349129737
4558,6.287634409,-0.061829703,-4.349351806
4559,6.288978495,-0.062056199,-4.349573827
4560,6.290322581,-0.062282644,-4.349795798
4561,6.291666667,-0.062509039,-4.350017721
4562,6.293010753,-0.062735385,-4.350239594
4563,6.294354839,-0.06296168,-4.350461418
4564,6.295698925,-0.063187925,-4.350683193
4565,6.297043011,-0.06341412,-4.350904919
4566,6.298387097,-0.063640265,-4.351126597
4567,6.299731183,-0.06386636,-4.351348225
4568,6.301075269,-0.064092405,-4.351569804
4569,6.302419355,-0.064318401,-4.351791334
4570,6.303763441,-0.064544346,-4.352012816
4571,6.305107527,-0.064770242,-4.352234248
4572,6.306451613,-0.064996087,-4.352455632
4573,6.307795699,-0.065221883,-4.352676966
4574,6.309139785,-0.065447629,-4.352898252
4575,6.310483871,-0.065673326,-4.35311949
4576,6.311827957,-0.065898972,-4.353340678
4577,6.313172043,-0.066124569,-4.353561818
4578,6.314516129,-0.066350116,-4.353782908
4579,6.315860215,-0.066575613,-4.354003951
4580,6.317204301,-0.066801061,-4.354224944
4581,6.318548387,-0.067026459,-4.354445889
4582,6.319892473,-0.067251807,-4.354666785
4583,6.321236559,-0.067477106,-4.354887632
4584,6.322580645,-0.067702355,-4.355108431
4585,6.323924731,-0.067927555,-4.355329182
4586,6.325268817,-0.068152705,-4.355549883
4587,6.326612903,-0.068377805,-4.355770537
4588,6.327956989,-0.068602856,-4.355991141
4589,6.329301075,-0.068827858,-4.356211697
4590,6.330645161,-0.06905281,-4.356432205
4591,6.331989247,-0.069277713,-4.356652664
4592,6.333333333,-0.069502566,-4.356873075
4593,6.334677419,-0.06972737,-4.357093437
4594,6.336021505,-0.069952124,-4.357313751
4595,6.337365591,-0.070176829,-4.357534017
4596,6.338709677,-0.070401485,-4.357754234
4597,6.340053763,-0.070626091,-4.357974403
4598,6.341397849,-0.070850649,-4.358194523
4599,6.342741935,-0.071075156,-4.358414596
4600,6.344086022,-0.071299615,-4.35863462
4601,6.345430108,-0.071524025,-4.358854596
4602,6.346774194,-0.071748385,-4.359074523
4603,6.34811828,-0.071972696,-4.359294402
4604,6.349462366,-0.072196958,-4.359514233
4605,6.350806452,-0.07242117,-4.359734016
4606,6.352150538,-0.072645334,-4.359953751
4607,6.353494624,-0.072869449,-4.360173438
4608,6.35483871,-0.073093514,-4.360393076
4609,6.356182796,-0.073317531,-4.360612667
4610,6.357526882,-0.073541498,-4.360832209
4611,6.358870968,-0.073765416,-4.361051704
4612,6.360215054,-0.073989286,-4.36127115
4613,6.36155914,-0.074213106,-4.361490549
4614,6.362903226,-0.074436878,-4.361709899
4615,6.364247312,-0.0746606,-4.361929201
4616,6.365591398,-0.074884274,-4.362148456
4617,6.366935484,-0.075107899,-4.362367662
4618,6.36827957,-0.075331474,-4.362586821
4619,6.369623656,-0.075555002,-4.362805932
4620,6.370967742,-0.07577848,-4.363024995
4621,6.372311828,-0.076001909,-4.36324401
4622,6.373655914,-0.07622529,-4.363462977
4623,6.375,-0.076448622,-4.363681897
4624,6.376344086,-0.076671905,-4.363900769
4625,6.377688172,-0.076895139,-4.364119593
4626,6.379032258,-0.077118325,-4.364338369
4627,6.380376344,-0.077341462,-4.364557097
4628,6.38172043,-0.077564551,-4.364775778
4629,6.383064516,-0.077787591,-4.364994411
4630,6.384408602,-0.078010582,-4.365212997
4631,6.385752688,-0.078233524,-4.365431535
4632,6.387096774,-0.078456419,-4.365650025
4633,6.38844086,-0.078679264,-4.365868468
4634,6.389784946,-0.078902061,-4.366086863
4635,6.391129032,-0.07912481,-4.366305211
4636,6.392473118,-0.07934751,-4.366523511
4637,6.393817204,-0.079570161,-4.366741763
4638,6.39516129,-0.079792764,-4.366959969
4639,6.396505376,-0.080015319,-4.367178126
4640,6.397849462,-0.080237825,-4.367396236
4641,6.399193548,-0.080460283,-4.367614299
4642,6.400537634,-0.080682693,-4.367832315
4643,6.40188172,-0.080905054,-4.368050283
4644,6.403225806,-0.081127367,-4.368268203
4645,6.404569892,-0.081349631,-4.368486077
4646,6.405913978,-0.081571848,-4.368703903
4647,6.407258065,-0.081794016,-4.368921681
4648,6.408602151,-0.082016136,-4.369139413
4649,6.409946237,-0.082238207,-4.369357097
4650,6.411290323,-0.082460231,-4.369574734
4651,6.412634409,-0.082682206,-4.369792323
4652,6.413978495,-0.082904133,-4.370009866
4653,6.415322581,-0.083126012,-4.370227361
4654,6.416666667,-0.083347843,-4.370444809
4655,6.418010753,-0.083569626,-4.370662211
4656,6.419354839,-0.083791361,-4.370879564
4657,6.420698925,-0.084013048,-4.371096871
4658,6.422043011,-0.084234686,-4.371314131
4659,6.423387097,-0.084456277,-4.371531344
4660,6.424731183,-0.08467782,-4.371748509
4661,6.426075269,-0.084899314,-4.371965628
4662,6.427419355,-0.085120761,-4.3721827
4663,6.428763441,-0.08534216,-4.372399724
4664,6.430107527,-0.085563511,-4.372616702
4665,6.431451613,-0.085784814,-4.372833633
4666,6.432795699,-0.08600607,-4.373050517
4667,6.434139785,-0.086227277,-4.373267354
4668,6.435483871,-0.086448437,-4.373484144
4669,6.436827957,-0.086669548,-4.373700887
4670,6.438172043,-0.086890612,-4.373917584
4671,6.439516129,-0.087111629,-4.374134233
4672,6.440860215,-0.087332597,-4.374350836
4673,6.442204301,-0.087553518,-4.374567392
4674,6.443548387,-0.087774391,-4.374783901
4675,6.444892473,-0.087995217,-4.375000364
4676,6.446236559,-0.088215994,-4.37521678
4677,6.447580645,-0.088436725,-4.375433149
4678,6.448924731,-0.088657407,-4.375649472
4679,6.450268817,-0.088878042,-4.375865747
4680,6.451612903,-0.089098629,-4.376081977
4681,6.452956989,-0.089319169,-4.376298159
4682,6.454301075,-0.089539662,-4.376514295
4683,6.455645161,-0.089760106,-4.376730385
4684,6.456989247,-0.089980504,-4.376946428
4685,6.458333333,-0.090200854,-4.377162424
4686,6.459677419,-0.090421156,-4.377378374
4687,6.461021505,-0.090641411,-4.377594277
4688,6.462365591,-0.090861618,-4.377810134
4689,6.463709677,-0.091081779,-4.378025944
4690,6.465053763,-0.091301891,-4.378241708
4691,6.466397849,-0.091521957,-4.378457426
4692,6.467741935,-0.091741975,-4.378673097
4693,6.469086022,-0.091961946,-4.378888722
4694,6.470430108,-0.092181869,-4.3791043
4695,6.471774194,-0.092401745,-4.379319832
4696,6.47311828,-0.092621574,-4.379535318
4697,6.474462366,-0.092841356,-4.379750758
4698,6.475806452,-0.093061091,-4.379966151
4699,6.477150538,-0.093280778,-4.380181498
4700,6.478494624,-0.093500418,-4.380396799
4701,6.47983871,-0.093720011,-4.380612053
4702,6.481182796,-0.093939557,-4.380827262
4703,6.482526882,-0.094159056,-4.381042424
4704,6.483870968,-0.094378508,-4.38125754
4705,6.485215054,-0.094597913,-4.38147261
4706,6.48655914,-0.09481727,-4.381687633
4707,6.487903226,-0.095036581,-4.381902611
4708,6.489247312,-0.095255844,-4.382117543
4709,6.490591398,-0.095475061,-4.382332428
4710,6.491935484,-0.095694231,-4.382547268
4711,6.49327957,-0.095913353,-4.382762061
4712,6.494623656,-0.096132429,-4.382976809
4713,6.495967742,-0.096351458,-4.38319151
4714,6.497311828,-0.09657044,-4.383406166
4715,6.498655914,-0.096789375,-4.383620775
4716,6.5,-0.097008263,-4.383835339
4717,6.501344086,-0.097227105,-4.384049857
4718,6.502688172,-0.0974459,-4.384264329
4719,6.504032258,-0.097664647,-4.384478755
4720,6.505376344,-0.097883348,-4.384693135
4721,6.50672043,-0.098102003,-4.384907469
4722,6.508064516,-0.09832061,-4.385121758
4723,6.509408602,-0.098539171,-4.385336
4724,6.510752688,-0.098757686,-4.385550197
4725,6.512096774,-0.098976153,-4.385764349
4726,6.51344086,-0.099194574,-4.385978454
4727,6.514784946,-0.099412948,-4.386192514
4728,6.516129032,-0.099631276,-4.386406528
4729,6.517473118,-0.099849557,-4.386620497
4730,6.518817204,-0.100067791,-4.386834419
4731,6.52016129,-0.100285979,-4.387048297
4732,6.521505376,-0.100504121,-4.387262128
4733,6.522849462,-0.100722216,-4.387475914
4734,6.524193548,-0.100940264,-4.387689655
4735,6.525537634,-0.101158266,-4.387903349
4736,6.52688172,-0.101376222,-4.388116999
4737,6.528225806,-0.101594131,-4.388330603
4738,6.529569892,-0.101811993,-4.388544161
4739,6.530913978,-0.10202981,-4.388757674
4740,6.532258065,-0.102247579,-4.388971141
4741,6.533602151,-0.102465303,-4.389184563
4742,6.534946237,-0.10268298,-4.38939794
4743,6.536290323,-0.102900611,-4.389611271
4744,6.537634409,-0.103118196,-4.389824556
4745,6.538978495,-0.103335734,-4.390037797
4746,6.540322581,-0.103553226,-4.390250992
4747,6.541666667,-0.103770672,-4.390464142
4748,6.543010753,-0.103988072,-4.390677246
4749,6.544354839,-0.104205425,-4.390890305
4750,6.545698925,-0.104422732,-4.391103319
4751,6.547043011,-0.104639993,-4.391316288
4752,6.548387097,-0.104857208,-4.391529211
4753,6.549731183,-0.105074377,-4.391742089
4754,6.551075269,-0.1052915,-4.391954922
4755,6.552419355,-0.105508576,-4.39216771
4756,6.553763441,-0.105725607,-4.392380453
4757,6.555107527,-0.105942592,-4.39259315
4758,6.556451613,-0.10615953,-4.392805803
4759,6.557795699,-0.106376423,-4.39301841
4760,6.559139785,-0.106593269,-4.393230972
4761,6.560483871,-0.10681007,-4.39344349
4762,6.561827957,-0.107026824,-4.393655962
4763,6.563172043,-0.107243533,-4.393868389
4764,6.564516129,-0.107460196,-4.394080771
4765,6.565860215,-0.107676813,-4.394293108
4766,6.567204301,-0.107893384,-4.394505401
4767,6.568548387,-0.108109909,-4.394717648
4768,6.569892473,-0.108326389,-4.39492985
4769,6.571236559,-0.108542822,-4.395142008
4770,6.572580645,-0.10875921,-4.39535412
4771,6.573924731,-0.108975552,-4.395566188
4772,6.575268817,-0.109191848,-4.395778211
4773,6.576612903,-0.109408099,-4.395990189
4774,6.577956989,-0.109624304,-4.396202122
4775,6.579301075,-0.109840463,-4.396414011
4776,6.580645161,-0.110056576,-4.396625854
4777,6.581989247,-0.110272644,-4.396837653
4778,6.583333333,-0.110488666,-4.397049407
4779,6.584677419,-0.110704643,-4.397261117
4780,6.586021505,-0.110920574,-4.397472782
4781,6.587365591,-0.111136459,-4.397684402
4782,6.588709677,-0.111352299,-4.397895977
4783,6.590053763,-0.111568093,-4.398107508
4784,6.591397849,-0.111783842,-4.398318994
4785,6.592741935,-0.111999545,-4.398530436
4786,6.594086022,-0.112215203,-4.398741833
4787,6.595430108,-0.112430815,-4.398953185
4788,6.596774194,-0.112646382,-4.399164493
4789,6.59811828,-0.112861903,-4.399375756
4790,6.599462366,-0.11307738,-4.399586975
4791,6.600806452,-0.11329281,-4.39979815
4792,6.602150538,-0.113508195,-4.40000928
4793,6.603494624,-0.113723535,-4.400220365
4794,6.60483871,-0.11393883,-4.400431406
4795,6.606182796,-0.114154079,-4.400642403
4796,6.607526882,-0.114369283,-4.400853355
4797,6.608870968,-0.114584442,-4.401064262
4798,6.610215054,-0.114799555,-4.401275126
4799,6.61155914,-0.115014624,-4.401485945
4800,6.612903226,-0.115229647,-4.40169672
4801,6.614247312,-0.115444624,-4.40190745
4802,6.615591398,-0.115659557,-4.402118136
4803,6.616935484,-0.115874445,-4.402328778
4804,6.61827957,-0.116089287,-4.402539376
4805,6.619623656,-0.116304084,-4.402749929
4806,6.620967742,-0.116518836,-4.402960439
4807,6.622311828,-0.116733543,-4.403170904
4808,6.623655914,-0.116948205,-4.403381325
4809,6.625,-0.117162822,-4.403591701
4810,6.626344086,-0.117377394,-4.403802034
4811,6.627688172,-0.117591921,-4.404012322
4812,6.629032258,-0.117806403,-4.404222567
4813,6.630376344,-0.11802084,-4.404432767
4814,6.63172043,-0.118235232,-4.404642923
4815,6.633064516,-0.118449579,-4.404853035
4816,6.634408602,-0.118663881,-4.405063103
4817,6.635752688,-0.118878138,-4.405273127
4818,6.637096774,-0.11909235,-4.405483107
4819,6.63844086,-0.119306518,-4.405693044
4820,6.639784946,-0.11952064,-4.405902936
4821,6.641129032,-0.119734718,-4.406112784
4822,6.642473118,-0.119948751,-4.406322588
4823,6.643817204,-0.120162739,-4.406532349
4824,6.64516129,-0.120376683,-4.406742065
4825,6.646505376,-0.120590582,-4.406951738
4826,6.647849462,-0.120804436,-4.407161367
4827,6.649193548,-0.121018245,-4.407370952
4828,6.650537634,-0.121232009,-4.407580493
4829,6.65188172,-0.121445729,-4.40778999
4830,6.653225806,-0.121659405,-4.407999444
4831,6.654569892,-0.121873035,-4.408208854
4832,6.655913978,-0.122086621,-4.40841822
4833,6.657258065,-0.122300163,-4.408627543
4834,6.658602151,-0.122513659,-4.408836821
4835,6.659946237,-0.122727112,-4.409046056
4836,6.661290323,-0.122940519,-4.409255248
4837,6.662634409,-0.123153882,-4.409464395
4838,6.663978495,-0.123367201,-4.4096735
4839,6.665322581,-0.123580475,-4.40988256
4840,6.666666667,-0.123793705,-4.410091577
4841,6.668010753,-0.12400689,-4.41030055
4842,6.669354839,-0.124220031,-4.41050948
4843,6.670698925,-0.124433128,-4.410718366
4844,6.672043011,-0.12464618,-4.410927209
4845,6.673387097,-0.124859187,-4.411136008
4846,6.674731183,-0.12507215,-4.411344764
4847,6.676075269,-0.125285069,-4.411553476
4848,6.677419355,-0.125497944,-4.411762145
4849,6.678763441,-0.125710774,-4.41197077
4850,6.680107527,-0.12592356,-4.412179352
4851,6.681451613,-0.126136302,-4.412387891
4852,6.682795699,-0.126349,-4.412596386
4853,6.684139785,-0.126561653,-4.412804838
4854,6.685483871,-0.126774262,-4.413013247
4855,6.686827957,-0.126986827,-4.413221612
4856,6.688172043,-0.127199347,-4.413429934
4857,6.689516129,-0.127411824,-4.413638212
4858,6.690860215,-0.127624256,-4.413846448
4859,6.692204301,-0.127836645,-4.41405464
4860,6.693548387,-0.128048989,-4.414262789
4861,6.694892473,-0.128261289,-4.414470894
4862,6.696236559,-0.128473545,-4.414678957
4863,6.697580645,-0.128685757,-4.414886976
4864,6.698924731,-0.128897925,-4.415094952
4865,6.700268817,-0.129110049,-4.415302885
4866,6.701612903,-0.129322129,-4.415510775
4867,6.702956989,-0.129534165,-4.415718621
4868,6.704301075,-0.129746157,-4.415926425
4869,6.705645161,-0.129958105,-4.416134186
4870,6.706989247,-0.130170009,-4.416341903
4871,6.708333333,-0.130381869,-4.416549578
4872,6.709677419,-0.130593685,-4.416757209
4873,6.711021505,-0.130805458,-4.416964798
4874,6.712365591,-0.131017186,-4.417172343
4875,6.713709677,-0.131228871,-4.417379846
4876,6.715053763,-0.131440512,-4.417587305
4877,6.716397849,-0.131652109,-4.417794722
4878,6.717741935,-0.131863663,-4.418002095
4879,6.719086022,-0.132075172,-4.418209426
4880,6.720430108,-0.132286638,-4.418416714
4881,6.721774194,-0.132498061,-4.418623959
4882,6.72311828,-0.132709439,-4.418831162
4883,6.724462366,-0.132920774,-4.419038321
4884,6.725806452,-0.133132065,-4.419245438
4885,6.727150538,-0.133343312,-4.419452511
4886,6.728494624,-0.133554516,-4.419659542
4887,6.72983871,-0.133765676,-4.419866531
4888,6.731182796,-0.133976793,-4.420073476
4889,6.732526882,-0.134187866,-4.420280379
4890,6.733870968,-0.134398896,-4.420487239
4891,6.735215054,-0.134609881,-4.420694057
4892,6.73655914,-0.134820824,-4.420900831
4893,6.737903226,-0.135031723,-4.421107564
4894,6.739247312,-0.135242578,-4.421314253
4895,6.740591398,-0.13545339,-4.4215209
4896,6.741935484,-0.135664159,-4.421727504
4897,6.74327957,-0.135874884,-4.421934066
4898,6.744623656,-0.136085565,-4.422140585
4899,6.745967742,-0.136296203,-4.422347062
4900,6.747311828,-0.136506798,-4.422553496
4901,6.748655914,-0.13671735,-4.422759887
4902,6.75,-0.136927858,-4.422966236
4903,6.751344086,-0.137138323,-4.423172543
4904,6.752688172,-0.137348744,-4.423378807
4905,6.754032258,-0.137559122,-4.423585029
4906,6.755376344,-0.137769457,-4.423791208
4907,6.75672043,-0.137979749,-4.423997345
4908,6.758064516,-0.138189997,-4.42420344
4909,6.759408602,-0.138400202,-4.424409492
4910,6.760752688,-0.138610364,-4.424615501
4911,6.762096774,-0.138820483,-4.424821469
4912,6.76344086,-0.139030559,-4.425027394
4913,6.764784946,-0.139240591,-4.425233277
4914,6.766129032,-0.13945058,-4.425439117
4915,6.767473118,-0.139660527,-4.425644916
4916,6.768817204,-0.13987043,-4.425850672
4917,6.77016129,-0.14008029,-4.426056385
4918,6.771505376,-0.140290107,-4.426262057
4919,6.772849462,-0.140499881,-4.426467686
4920,6.774193548,-0.140709611,-4.426673273
4921,6.775537634,-0.140919299,-4.426878819
4922,6.77688172,-0.141128944,-4.427084321
4923,6.778225806,-0.141338546,-4.427289782
4924,6.779569892,-0.141548105,-4.427495201
4925,6.780913978,-0.141757621,-4.427700577
4926,6.782258065,-0.141967094,-4.427905912
4927,6.783602151,-0.142176524,-4.428111204
4928,6.784946237,-0.142385911,-4.428316455
4929,6.786290323,-0.142595256,-4.428521663
4930,6.787634409,-0.142804557,-4.428726829
4931,6.788978495,-0.143013816,-4.428931954
4932,6.790322581,-0.143223032,-4.429137036
4933,6.791666667,-0.143432205,-4.429342076
4934,6.793010753,-0.143641335,-4.429547075
4935,6.794354839,-0.143850423,-4.429752031
4936,6.795698925,-0.144059467,-4.429956946
4937,6.797043011,-0.144268469,-4.430161819
4938,6.798387097,-0.144477429,-4.430366649
4939,6.799731183,-0.144686345,-4.430571438
4940,6.801075269,-0.144895219,-4.430776186
4941,6.802419355,-0.14510405,-4.430980891
4942,6.803763441,-0.145312839,-4.431185555
4943,6.805107527,-0.145521585,-4.431390176
4944,6.806451613,-0.145730288,-4.431594756
4945,6.807795699,-0.145938949,-4.431799295
4946,6.809139785,-0.146147567,-4.432003791
4947,6.810483871,-0.146356143,-4.432208246
4948,6.811827957,-0.146564676,-4.432412659
4949,6.813172043,-0.146773167,-4.43261703
4950,6.814516129,-0.146981615,-4.43282136
4951,6.815860215,-0.14719002,-4.433025648
4952,6.817204301,-0.147398383,-4.433229894
4953,6.818548387,-0.147606704,-4.433434099
4954,6.819892473,-0.147814982,-4.433638262
4955,6.821236559,-0.148023218,-4.433842384
4956,6.822580645,-0.148231411,-4.434046464
4957,6.823924731,-0.148439562,-4.434250503
4958,6.825268817,-0.148647671,-4.4344545
