Time (hr),Time (month),Tb (C),GHE ExFT (C)
2561,3.556944444,0.542913168,-3.756556921
2562,3.558333333,0.542499874,-3.756962049
2563,3.559722222,0.542086743,-3.757367018
2564,3.561111111,0.541673776,-3.757771826
2565,3.5625,0.54126097,-3.758176476
2566,3.563888889,0.540848327,-3.758580966
2567,3.565277778,0.540435847,-3.758985297
2568,3.566666667,0.540023529,-3.759389469
2569,3.568055556,0.539611373,-3.759793482
2570,3.569444444,0.539199379,-3.760197336
2571,3.570833333,0.538787547,-3.760601032
2572,3.572222222,0.538375876,-3.761004568
2573,3.573611111,0.537964368,-3.761407947
2574,3.575,0.53755302,-3.761811167
2575,3.576388889,0.537141835,-3.762214229
2576,3.577777778,0.53673081,-3.762617133
2577,3.579166667,0.536319947,-3.763019879
2578,3.580555556,0.535909244,-3.763422467
2579,3.581944444,0.535498702,-3.763824898
2580,3.583333333,0.535088322,-3.764227171
2581,3.584722222,0.534678101,-3.764629286
2582,3.586111111,0.534268042,-3.765031244
2583,3.5875,0.533858142,-3.765433045
2584,3.588888889,0.533448403,-3.765834689
2585,3.590277778,0.533038824,-3.766236176
2586,3.591666667,0.532629405,-3.766637506
2587,3.593055556,0.532220146,-3.767038679
2588,3.594444444,0.531811047,-3.767439696
2589,3.595833333,0.531402107,-3.767840556
2590,3.597222222,0.530993327,-3.76824126
2591,3.598611111,0.530584706,-3.768641808
2592,3.6,0.530176244,-3.769042199
2593,3.601388889,0.529767942,-3.769442435
2594,3.602777778,0.529359798,-3.769842515
2595,3.604166667,0.528951814,-3.770242439
2596,3.605555556,0.528543988,-3.770642207
2597,3.606944444,0.528136321,-3.77104182
2598,3.608333333,0.527728812,-3.771441277
2599,3.609722222,0.527321462,-3.771840579
2600,3.611111111,0.52691427,-3.772239726
2601,3.6125,0.526507236,-3.772638718
2602,3.613888889,0.52610036,-3.773037556
2603,3.615277778,0.525693642,-3.773436238
2604,3.616666667,0.525287082,-3.773834766
2605,3.618055556,0.52488068,-3.774233139
2606,3.619444444,0.524474435,-3.774631357
2607,3.620833333,0.524068347,-3.775029422
2608,3.622222222,0.523662417,-3.775427332
2609,3.623611111,0.523256644,-3.775825088
2610,3.625,0.522851028,-3.77622269
2611,3.626388889,0.522445569,-3.776620138
2612,3.627777778,0.522040267,-3.777017433
2613,3.629166667,0.521635122,-3.777414574
2614,3.630555556,0.521230133,-3.777811562
2615,3.631944444,0.5208253,-3.778208396
2616,3.633333333,0.520420624,-3.778605077
2617,3.634722222,0.520016104,-3.779001604
2618,3.636111111,0.51961174,-3.779397979
2619,3.6375,0.519207532,-3.779794201
2620,3.638888889,0.51880348,-3.78019027
2621,3.640277778,0.518399584,-3.780586187
2622,3.641666667,0.517995843,-3.780981951
2623,3.643055556,0.517592258,-3.781377562
2624,3.644444444,0.517188828,-3.781773021
2625,3.645833333,0.516785554,-3.782168328
2626,3.647222222,0.516382434,-3.782563483
2627,3.648611111,0.51597947,-3.782958486
2628,3.65,0.51557666,-3.783353337
2629,3.651388889,0.515174006,-3.783748037
2630,3.652777778,0.514771506,-3.784142585
2631,3.654166667,0.51436916,-3.784536981
2632,3.655555556,0.513966969,-3.784931226
2633,3.656944444,0.513564932,-3.78532532
2634,3.658333333,0.51316305,-3.785719262
2635,3.659722222,0.512761321,-3.786113054
2636,3.661111111,0.512359747,-3.786506694
2637,3.6625,0.511958326,-3.786900184
2638,3.663888889,0.511557059,-3.787293523
2639,3.665277778,0.511155946,-3.787686712
2640,3.666666667,0.510754986,-3.78807975
2641,3.668055556,0.510354179,-3.788472637
2642,3.669444444,0.509953526,-3.788865375
2643,3.670833333,0.509553026,-3.789257962
2644,3.672222222,0.509152679,-3.7896504
2645,3.673611111,0.508752485,-3.790042687
2646,3.675,0.508352443,-3.790434825
2647,3.676388889,0.507952554,-3.790826813
2648,3.677777778,0.507552818,-3.791218651
2649,3.679166667,0.507153234,-3.79161034
2650,3.680555556,0.506753803,-3.79200188
2651,3.681944444,0.506354524,-3.792393271
2652,3.683333333,0.505955397,-3.792784512
2653,3.684722222,0.505556422,-3.793175605
2654,3.686111111,0.505157598,-3.793566548
2655,3.6875,0.504758927,-3.793957343
2656,3.688888889,0.504360407,-3.79434799
2657,3.690277778,0.503962039,-3.794738487
2658,3.691666667,0.503563822,-3.795128837
2659,3.693055556,0.503165756,-3.795519038
2660,3.694444444,0.502767842,-3.79590909
2661,3.695833333,0.502370078,-3.796298995
2662,3.697222222,0.501972466,-3.796688752
2663,3.698611111,0.501575004,-3.797078361
2664,3.7,0.501177693,-3.797467822
2665,3.701388889,0.500780533,-3.797857136
2666,3.702777778,0.500383523,-3.798246302
2667,3.704166667,0.499986664,-3.79863532
2668,3.705555556,0.499589955,-3.799024192
2669,3.706944444,0.499193396,-3.799412916
2670,3.708333333,0.498796987,-3.799801493
2671,3.709722222,0.498400728,-3.800189923
2672,3.711111111,0.498004619,-3.800578206
2673,3.7125,0.497608659,-3.800966342
2674,3.713888889,0.497212849,-3.801354332
2675,3.715277778,0.496817189,-3.801742176
2676,3.716666667,0.496421678,-3.802129872
2677,3.718055556,0.496026316,-3.802517423
2678,3.719444444,0.495631103,-3.802904827
2679,3.720833333,0.49523604,-3.803292086
2680,3.722222222,0.494841125,-3.803679198
2681,3.723611111,0.494446359,-3.804066165
2682,3.725,0.494051742,-3.804452985
2683,3.726388889,0.493657273,-3.80483966
2684,3.727777778,0.493262953,-3.80522619
2685,3.729166667,0.492868781,-3.805612574
2686,3.730555556,0.492474758,-3.805998813
2687,3.731944444,0.492080882,-3.806384906
2688,3.733333333,0.491687155,-3.806770855
2689,3.734722222,0.491293575,-3.807156658
2690,3.736111111,0.490900144,-3.807542317
2691,3.7375,0.49050686,-3.807927831
2692,3.738888889,0.490113723,-3.8083132
2693,3.740277778,0.489720735,-3.808698424
2694,3.741666667,0.489327893,-3.809083504
2695,3.743055556,0.488935199,-3.80946844
2696,3.744444444,0.488542652,-3.809853232
2697,3.745833333,0.488150252,-3.810237879
2698,3.747222222,0.487757998,-3.810622382
2699,3.748611111,0.487365892,-3.811006742
2700,3.75,0.486973932,-3.811390957
2701,3.751388889,0.486582119,-3.811775029
2702,3.752777778,0.486190453,-3.812158958
2703,3.754166667,0.485798933,-3.812542743
2704,3.755555556,0.485407559,-3.812926384
2705,3.756944444,0.485016331,-3.813309882
2706,3.758333333,0.484625249,-3.813693237
2707,3.759722222,0.484234314,-3.814076449
2708,3.761111111,0.483843524,-3.814459518
2709,3.7625,0.48345288,-3.814842444
2710,3.763888889,0.483062381,-3.815225228
2711,3.765277778,0.482672028,-3.815607868
2712,3.766666667,0.48228182,-3.815990367
2713,3.768055556,0.481891758,-3.816372722
2714,3.769444444,0.481501841,-3.816754936
2715,3.770833333,0.481112069,-3.817137007
2716,3.772222222,0.480722442,-3.817518936
2717,3.773611111,0.48033296,-3.817900723
2718,3.775,0.479943622,-3.818282369
2719,3.776388889,0.47955443,-3.818663872
2720,3.777777778,0.479165381,-3.819045234
2721,3.779166667,0.478776478,-3.819426454
2722,3.780555556,0.478387718,-3.819807533
2723,3.781944444,0.477999103,-3.82018847
2724,3.783333333,0.477610632,-3.820569266
2725,3.784722222,0.477222305,-3.820949921
2726,3.786111111,0.476834122,-3.821330435
2727,3.7875,0.476446082,-3.821710807
2728,3.788888889,0.476058187,-3.822091039
2729,3.790277778,0.475670434,-3.822471131
2730,3.791666667,0.475282826,-3.822851081
2731,3.793055556,0.474895361,-3.823230891
2732,3.794444444,0.474508039,-3.823610561
2733,3.795833333,0.47412086,-3.82399009
2734,3.797222222,0.473733824,-3.824369479
2735,3.798611111,0.473346932,-3.824748728
2736,3.8,0.472960182,-3.825127837
2737,3.801388889,0.472573575,-3.825506805
2738,3.802777778,0.47218711,-3.825885635
2739,3.804166667,0.471800788,-3.826264324
2740,3.805555556,0.471414609,-3.826642874
2741,3.806944444,0.471028571,-3.827021284
2742,3.808333333,0.470642676,-3.827399555
2743,3.809722222,0.470256924,-3.827777686
2744,3.811111111,0.469871313,-3.828155678
2745,3.8125,0.469485844,-3.828533531
2746,3.813888889,0.469100517,-3.828911246
2747,3.815277778,0.468715331,-3.829288821
2748,3.816666667,0.468330288,-3.829666257
2749,3.818055556,0.467945385,-3.830043555
2750,3.819444444,0.467560624,-3.830420714
2751,3.820833333,0.467176005,-3.830797735
2752,3.822222222,0.466791526,-3.831174617
2753,3.823611111,0.466407189,-3.831551361
2754,3.825,0.466022993,-3.831927967
2755,3.826388889,0.465638937,-3.832304434
2756,3.827777778,0.465255023,-3.832680764
2757,3.829166667,0.464871249,-3.833056956
2758,3.830555556,0.464487615,-3.83343301
2759,3.831944444,0.464104122,-3.833808926
2760,3.833333333,0.46372077,-3.834184704
2761,3.834722222,0.463337557,-3.834560346
2762,3.836111111,0.462954485,-3.834935849
2763,3.8375,0.462571553,-3.835311216
2764,3.838888889,0.462188761,-3.835686445
2765,3.840277778,0.461806108,-3.836061537
2766,3.841666667,0.461423596,-3.836436492
2767,3.843055556,0.461041223,-3.836811311
2768,3.844444444,0.46065899,-3.837185992
2769,3.845833333,0.460276896,-3.837560537
2770,3.847222222,0.459894941,-3.837934945
2771,3.848611111,0.459513126,-3.838309217
2772,3.85,0.45913145,-3.838683352
2773,3.851388889,0.458749913,-3.839057351
2774,3.852777778,0.458368515,-3.839431214
2775,3.854166667,0.457987255,-3.839804941
2776,3.855555556,0.457606135,-3.840178531
2777,3.856944444,0.457225153,-3.840551986
2778,3.858333333,0.45684431,-3.840925305
2779,3.859722222,0.456463605,-3.841298489
2780,3.861111111,0.456083038,-3.841671536
2781,3.8625,0.45570261,-3.842044448
2782,3.863888889,0.45532232,-3.842417225
2783,3.865277778,0.454942167,-3.842789866
2784,3.866666667,0.454562153,-3.843162373
2785,3.868055556,0.454182277,-3.843534744
2786,3.869444444,0.453802538,-3.84390698
2787,3.870833333,0.453422937,-3.844279081
2788,3.872222222,0.453043474,-3.844651047
2789,3.873611111,0.452664148,-3.845022879
2790,3.875,0.452284959,-3.845394576
2791,3.876388889,0.451905908,-3.845766138
2792,3.877777778,0.451526994,-3.846137566
2793,3.879166667,0.451148217,-3.84650886
2794,3.880555556,0.450769577,-3.846880019
2795,3.881944444,0.450391073,-3.847251044
2796,3.883333333,0.450012707,-3.847621935
2797,3.884722222,0.449634477,-3.847992692
2798,3.886111111,0.449256383,-3.848363316
2799,3.8875,0.448878427,-3.848733805
2800,3.888888889,0.448500606,-3.849104161
2801,3.890277778,0.448122922,-3.849474383
2802,3.891666667,0.447745374,-3.849844472
2803,3.893055556,0.447367962,-3.850214428
2804,3.894444444,0.446990686,-3.85058425
2805,3.895833333,0.446613545,-3.850953939
2806,3.897222222,0.446236541,-3.851323495
2807,3.898611111,0.445859672,-3.851692918
2808,3.9,0.445482939,-3.852062208
2809,3.901388889,0.445106342,-3.852431365
2810,3.902777778,0.444729879,-3.852800389
2811,3.904166667,0.444353552,-3.853169281
2812,3.905555556,0.443977361,-3.85353804
2813,3.906944444,0.443601304,-3.853906667
2814,3.908333333,0.443225382,-3.854275162
2815,3.909722222,0.442849596,-3.854643524
2816,3.911111111,0.442473944,-3.855011754
2817,3.9125,0.442098427,-3.855379852
2818,3.913888889,0.441723044,-3.855747818
2819,3.915277778,0.441347796,-3.856115652
2820,3.916666667,0.440972682,-3.856483355
2821,3.918055556,0.440597703,-3.856850925
2822,3.919444444,0.440222858,-3.857218365
2823,3.920833333,0.439848147,-3.857585672
2824,3.922222222,0.43947357,-3.857952849
2825,3.923611111,0.439099127,-3.858319894
2826,3.925,0.438724818,-3.858686807
2827,3.926388889,0.438350643,-3.85905359
2828,3.927777778,0.437976601,-3.859420242
2829,3.929166667,0.437602693,-3.859786763
2830,3.930555556,0.437228919,-3.860153152
2831,3.931944444,0.436855277,-3.860519412
2832,3.933333333,0.436481769,-3.86088554
2833,3.934722222,0.436108395,-3.861251538
2834,3.936111111,0.435735153,-3.861617405
2835,3.9375,0.435362044,-3.861983142
2836,3.938888889,0.434989069,-3.862348749
2837,3.940277778,0.434616226,-3.862714226
2838,3.941666667,0.434243516,-3.863079572
2839,3.943055556,0.433870938,-3.863444789
2840,3.944444444,0.433498493,-3.863809876
2841,3.945833333,0.43312618,-3.864174832
2842,3.947222222,0.432754,-3.864539659
2843,3.948611111,0.432381952,-3.864904357
2844,3.95,0.432010036,-3.865268925
2845,3.951388889,0.431638252,-3.865633363
2846,3.952777778,0.431266601,-3.865997672
2847,3.954166667,0.430895081,-3.866361852
2848,3.955555556,0.430523692,-3.866725902
2849,3.956944444,0.430152436,-3.867089824
2850,3.958333333,0.429781311,-3.867453616
2851,3.959722222,0.429410318,-3.86781728
2852,3.961111111,0.429039456,-3.868180815
2853,3.9625,0.428668725,-3.868544221
2854,3.963888889,0.428298126,-3.868907498
2855,3.965277778,0.427927658,-3.869270647
2856,3.966666667,0.42755732,-3.869633667
2857,3.968055556,0.427187114,-3.86999656
2858,3.969444444,0.426817039,-3.870359323
2859,3.970833333,0.426447094,-3.870721959
2860,3.972222222,0.42607728,-3.871084466
2861,3.973611111,0.425707597,-3.871446846
2862,3.975,0.425338044,-3.871809097
2863,3.976388889,0.424968621,-3.872171221
2864,3.977777778,0.424599329,-3.872533217
2865,3.979166667,0.424230167,-3.872895086
2866,3.980555556,0.423861135,-3.873256826
2867,3.981944444,0.423492234,-3.87361844
2868,3.983333333,0.423123462,-3.873979926
2869,3.984722222,0.42275482,-3.874341285
2870,3.986111111,0.422386307,-3.874702516
2871,3.9875,0.422017925,-3.87506362
2872,3.988888889,0.421649672,-3.875424598
2873,3.990277778,0.421281548,-3.875785448
2874,3.991666667,0.420913554,-3.876146172
2875,3.993055556,0.420545689,-3.876506769
2876,3.994444444,0.420177954,-3.876867239
2877,3.995833333,0.419810347,-3.877227582
2878,3.997222222,0.41944287,-3.8775878
2879,3.998611111,0.419075522,-3.87794789
2880,4,0.418708302,-3.878307855
2881,4.001344086,0.418341211,-3.878667693
2882,4.002688172,0.417974249,-3.879027405
2883,4.004032258,0.417607415,-3.879386991
2884,4.005376344,0.41724071,-3.879746451
2885,4.00672043,0.416874134,-3.880105785
2886,4.008064516,0.416507685,-3.880464994
2887,4.009408602,0.416141365,-3.880824076
2888,4.010752688,0.415775173,-3.881183033
2889,4.012096774,0.415409109,-3.881541865
2890,4.01344086,0.415043173,-3.881900571
2891,4.014784946,0.414677365,-3.882259152
2892,4.016129032,0.414311685,-3.882617607
2893,4.017473118,0.413946132,-3.882975938
2894,4.018817204,0.413580707,-3.883334143
2895,4.02016129,0.41321541,-3.883692223
2896,4.021505376,0.412850239,-3.884050179
2897,4.022849462,0.412485197,-3.884408009
2898,4.024193548,0.412120281,-3.884765715
2899,4.025537634,0.411755493,-3.885123296
2900,4.02688172,0.411390832,-3.885480753
2901,4.028225806,0.411026297,-3.885838085
2902,4.029569892,0.41066189,-3.886195292
2903,4.030913978,0.41029761,-3.886552376
2904,4.032258065,0.409933456,-3.886909335
2905,4.033602151,0.409569429,-3.88726617
2906,4.034946237,0.409205528,-3.887622881
2907,4.036290323,0.408841754,-3.887979468
2908,4.037634409,0.408478106,-3.888335931
2909,4.038978495,0.408114585,-3.888692271
2910,4.040322581,0.407751189,-3.889048486
2911,4.041666667,0.40738792,-3.889404578
2912,4.043010753,0.407024777,-3.889760547
2913,4.044354839,0.40666176,-3.890116392
2914,4.045698925,0.406298868,-3.890472113
2915,4.047043011,0.405936103,-3.890827712
2916,4.048387097,0.405573463,-3.891183187
2917,4.049731183,0.405210948,-3.891538539
2918,4.051075269,0.40484856,-3.891893768
2919,4.052419355,0.404486296,-3.892248874
2920,4.053763441,0.404124158,-3.892603858
2921,4.055107527,0.403762145,-3.892958718
2922,4.056451613,0.403400258,-3.893313456
2923,4.057795699,0.403038495,-3.893668071
2924,4.059139785,0.402676857,-3.894022564
2925,4.060483871,0.402315345,-3.894376934
2926,4.061827957,0.401953957,-3.894731182
2927,4.063172043,0.401592694,-3.895085308
2928,4.064516129,0.401231555,-3.895439311
2929,4.065860215,0.400870541,-3.895793192
2930,4.067204301,0.400509652,-3.896146952
2931,4.068548387,0.400148887,-3.896500589
2932,4.069892473,0.399788246,-3.896854105
2933,4.071236559,0.399427729,-3.897207499
2934,4.072580645,0.399067337,-3.897560771
2935,4.073924731,0.398707068,-3.897913921
2936,4.075268817,0.398346924,-3.89826695
2937,4.076612903,0.397986903,-3.898619858
2938,4.077956989,0.397627007,-3.898972644
2939,4.079301075,0.397267234,-3.899325309
2940,4.080645161,0.396907584,-3.899677853
2941,4.081989247,0.396548058,-3.900030275
2942,4.083333333,0.396188656,-3.900382577
2943,4.084677419,0.395829377,-3.900734758
2944,4.086021505,0.395470221,-3.901086818
2945,4.087365591,0.395111188,-3.901438757
2946,4.088709677,0.394752279,-3.901790575
2947,4.090053763,0.394393493,-3.902142273
2948,4.091397849,0.394034829,-3.90249385
2949,4.092741935,0.393676288,-3.902845307
2950,4.094086022,0.393317871,-3.903196644
2951,4.095430108,0.392959576,-3.90354786
2952,4.096774194,0.392601403,-3.903898956
2953,4.09811828,0.392243353,-3.904249932
2954,4.099462366,0.391885426,-3.904600788
2955,4.100806452,0.39152762,-3.904951524
2956,4.102150538,0.391169937,-3.90530214
2957,4.103494624,0.390812377,-3.905652636
2958,4.10483871,0.390454938,-3.906003013
2959,4.106182796,0.390097622,-3.90635327
2960,4.107526882,0.389740427,-3.906703407
2961,4.108870968,0.389383354,-3.907053425
2962,4.110215054,0.389026403,-3.907403324
2963,4.11155914,0.388669574,-3.907753103
2964,4.112903226,0.388312867,-3.908102763
2965,4.114247312,0.387956281,-3.908452304
2966,4.115591398,0.387599816,-3.908801726
2967,4.116935484,0.387243473,-3.909151029
2968,4.11827957,0.386887251,-3.909500213
2969,4.119623656,0.38653115,-3.909849278
2970,4.120967742,0.38617517,-3.910198225
2971,4.122311828,0.385819312,-3.910547053
2972,4.123655914,0.385463574,-3.910895762
2973,4.125,0.385107958,-3.911244353
2974,4.126344086,0.384752462,-3.911592825
2975,4.127688172,0.384397086,-3.911941179
2976,4.129032258,0.384041832,-3.912289415
2977,4.130376344,0.383686698,-3.912637532
2978,4.13172043,0.383331684,-3.912985532
2979,4.133064516,0.382976791,-3.913333413
2980,4.134408602,0.382622018,-3.913681177
2981,4.135752688,0.382267366,-3.914028823
2982,4.137096774,0.381912833,-3.914376351
2983,4.13844086,0.381558421,-3.914723761
2984,4.139784946,0.381204128,-3.915071053
2985,4.141129032,0.380849956,-3.915418228
2986,4.142473118,0.380495903,-3.915765286
2987,4.143817204,0.38014197,-3.916112226
2988,4.14516129,0.379788157,-3.916459049
2989,4.146505376,0.379434463,-3.916805755
2990,4.147849462,0.379080889,-3.917152344
2991,4.149193548,0.378727434,-3.917498815
2992,4.150537634,0.378374099,-3.91784517
2993,4.15188172,0.378020883,-3.918191407
2994,4.153225806,0.377667786,-3.918537528
2995,4.154569892,0.377314808,-3.918883532
2996,4.155913978,0.376961949,-3.91922942
2997,4.157258065,0.376609209,-3.91957519
2998,4.158602151,0.376256588,-3.919920845
2999,4.159946237,0.375904086,-3.920266382
3000,4.161290323,0.375551702,-3.920611804
3001,4.162634409,0.375199437,-3.920957109
3002,4.163978495,0.374847291,-3.921302298
3003,4.165322581,0.374495263,-3.921647371
3004,4.166666667,0.374143353,-3.921992328
3005,4.168010753,0.373791562,-3.922337169
3006,4.169354839,0.373439889,-3.922681894
3007,4.170698925,0.373088334,-3.923026503
3008,4.172043011,0.372736897,-3.923370996
3009,4.173387097,0.372385578,-3.923715374
3010,4.174731183,0.372034377,-3.924059636
3011,4.176075269,0.371683294,-3.924403783
3012,4.177419355,0.371332329,-3.924747814
3013,4.178763441,0.370981481,-3.92509173
3014,4.180107527,0.370630751,-3.925435531
3015,4.181451613,0.370280139,-3.925779216
3016,4.182795699,0.369929644,-3.926122786
3017,4.184139785,0.369579266,-3.926466242
3018,4.185483871,0.369229006,-3.926809582
3019,4.186827957,0.368878862,-3.927152807
3020,4.188172043,0.368528836,-3.927495918
3021,4.189516129,0.368178927,-3.927838914
3022,4.190860215,0.367829135,-3.928181795
3023,4.192204301,0.36747946,-3.928524562
3024,4.193548387,0.367129901,-3.928867214
3025,4.194892473,0.36678046,-3.929209752
3026,4.196236559,0.366431135,-3.929552175
3027,4.197580645,0.366081926,-3.929894484
3028,4.198924731,0.365732834,-3.930236679
3029,4.200268817,0.365383859,-3.930578759
3030,4.201612903,0.365035,-3.930920726
3031,4.202956989,0.364686257,-3.931262579
3032,4.204301075,0.36433763,-3.931604318
3033,4.205645161,0.36398912,-3.931945943
3034,4.206989247,0.363640725,-3.932287454
3035,4.208333333,0.363292447,-3.932628851
3036,4.209677419,0.362944284,-3.932970135
3037,4.211021505,0.362596238,-3.933311306
3038,4.212365591,0.362248306,-3.933652363
3039,4.213709677,0.361900491,-3.933993306
3040,4.215053763,0.361552791,-3.934334136
3041,4.216397849,0.361205207,-3.934674853
3042,4.217741935,0.360857738,-3.935015457
3043,4.219086022,0.360510384,-3.935355948
3044,4.220430108,0.360163146,-3.935696326
3045,4.221774194,0.359816023,-3.936036591
3046,4.22311828,0.359469015,-3.936376743
3047,4.224462366,0.359122122,-3.936716782
3048,4.225806452,0.358775344,-3.937056709
3049,4.227150538,0.358428681,-3.937396523
3050,4.228494624,0.358082133,-3.937736224
3051,4.22983871,0.3577357,-3.938075813
3052,4.231182796,0.357389381,-3.938415289
3053,4.232526882,0.357043177,-3.938754654
3054,4.233870968,0.356697087,-3.939093906
3055,4.235215054,0.356351112,-3.939433045
3056,4.23655914,0.356005251,-3.939772073
3057,4.237903226,0.355659505,-3.940110988
3058,4.239247312,0.355313872,-3.940449792
3059,4.240591398,0.354968354,-3.940788484
3060,4.241935484,0.35462295,-3.941127064
3061,4.24327957,0.35427766,-3.941465532
3062,4.244623656,0.353932484,-3.941803888
3063,4.245967742,0.353587421,-3.942142133
3064,4.247311828,0.353242473,-3.942480267
3065,4.248655914,0.352897638,-3.942818289
3066,4.25,0.352552917,-3.943156199
3067,4.251344086,0.352208309,-3.943493998
3068,4.252688172,0.351863815,-3.943831686
3069,4.254032258,0.351519434,-3.944169263
3070,4.255376344,0.351175166,-3.944506729
3071,4.25672043,0.350831012,-3.944844084
3072,4.258064516,0.350486971,-3.945181328
3073,4.259408602,0.350143043,-3.945518461
3074,4.260752688,0.349799228,-3.945855483
3075,4.262096774,0.349455526,-3.946192394
3076,4.26344086,0.349111937,-3.946529195
3077,4.264784946,0.34876846,-3.946865885
3078,4.266129032,0.348425097,-3.947202465
3079,4.267473118,0.348081846,-3.947538934
3080,4.268817204,0.347738708,-3.947875293
3081,4.27016129,0.347395682,-3.948211542
3082,4.271505376,0.347052768,-3.94854768
3083,4.272849462,0.346709967,-3.948883709
3084,4.274193548,0.346367278,-3.949219627
3085,4.275537634,0.346024702,-3.949555435
3086,4.27688172,0.345682238,-3.949891133
3087,4.278225806,0.345339885,-3.950226722
3088,4.279569892,0.344997645,-3.9505622
3089,4.280913978,0.344655517,-3.950897569
3090,4.282258065,0.3443135,-3.951232829
3091,4.283602151,0.343971595,-3.951567978
3092,4.284946237,0.343629802,-3.951903018
3093,4.286290323,0.343288121,-3.952237949
3094,4.287634409,0.342946551,-3.952572771
3095,4.288978495,0.342605093,-3.952907483
3096,4.290322581,0.342263746,-3.953242086
3097,4.291666667,0.34192251,-3.953576579
3098,4.293010753,0.341581386,-3.953910964
3099,4.294354839,0.341240373,-3.95424524
3100,4.295698925,0.340899471,-3.954579407
3101,4.297043011,0.34055868,-3.954913464
3102,4.298387097,0.340218,-3.955247414
3103,4.299731183,0.339877431,-3.955581254
3104,4.301075269,0.339536972,-3.955914986
3105,4.302419355,0.339196625,-3.956248609
3106,4.303763441,0.338856388,-3.956582123
3107,4.305107527,0.338516262,-3.95691553
3108,4.306451613,0.338176247,-3.957248827
3109,4.307795699,0.337836342,-3.957582017
3110,4.309139785,0.337496547,-3.957915098
3111,4.310483871,0.337156863,-3.958248071
3112,4.311827957,0.336817289,-3.958580936
3113,4.313172043,0.336477825,-3.958913693
3114,4.314516129,0.336138471,-3.959246342
3115,4.315860215,0.335799227,-3.959578884
3116,4.317204301,0.335460094,-3.959911317
3117,4.318548387,0.33512107,-3.960243643
3118,4.319892473,0.334782156,-3.960575861
3119,4.321236559,0.334443352,-3.960907971
3120,4.322580645,0.334104657,-3.961239974
3121,4.323924731,0.333766073,-3.961571869
3122,4.325268817,0.333427597,-3.961903657
3123,4.326612903,0.333089232,-3.962235338
3124,4.327956989,0.332750975,-3.962566911
3125,4.329301075,0.332412828,-3.962898377
3126,4.330645161,0.33207479,-3.963229736
3127,4.331989247,0.331736862,-3.963560988
3128,4.333333333,0.331399043,-3.963892133
3129,4.334677419,0.331061332,-3.964223171
3130,4.336021505,0.330723731,-3.964554103
3131,4.337365591,0.330386239,-3.964884927
3132,4.338709677,0.330048855,-3.965215645
3133,4.340053763,0.32971158,-3.965546256
3134,4.341397849,0.329374414,-3.965876761
3135,4.342741935,0.329037357,-3.966207159
3136,4.344086022,0.328700408,-3.966537451
3137,4.345430108,0.328363568,-3.966867636
3138,4.346774194,0.328026836,-3.967197715
3139,4.34811828,0.327690213,-3.967527688
3140,4.349462366,0.327353697,-3.967857554
3141,4.350806452,0.32701729,-3.968187315
3142,4.352150538,0.326680992,-3.968516969
3143,4.353494624,0.326344801,-3.968846518
3144,4.35483871,0.326008718,-3.96917596
3145,4.356182796,0.325672744,-3.969505297
3146,4.357526882,0.325336877,-3.969834528
3147,4.358870968,0.325001118,-3.970163654
3148,4.360215054,0.324665466,-3.970492673
3149,4.36155914,0.324329923,-3.970821587
3150,4.362903226,0.323994487,-3.971150396
3151,4.364247312,0.323659159,-3.971479099
3152,4.365591398,0.323323938,-3.971807697
3153,4.366935484,0.322988824,-3.97213619
3154,4.36827957,0.322653818,-3.972464578
3155,4.369623656,0.322318919,-3.97279286
3156,4.370967742,0.321984127,-3.973121037
3157,4.372311828,0.321649443,-3.973449109
3158,4.373655914,0.321314865,-3.973777076
3159,4.375,0.320980394,-3.974104939
3160,4.376344086,0.320646031,-3.974432696
3161,4.377688172,0.320311774,-3.974760349
3162,4.379032258,0.319977624,-3.975087897
3163,4.380376344,0.319643581,-3.975415341
3164,4.38172043,0.319309644,-3.97574268
3165,4.383064516,0.318975814,-3.976069914
3166,4.384408602,0.318642091,-3.976397044
3167,4.385752688,0.318308474,-3.97672407
3168,4.387096774,0.317974963,-3.977050992
3169,4.38844086,0.317641559,-3.977377809
3170,4.389784946,0.317308261,-3.977704522
3171,4.391129032,0.316975069,-3.978031131
3172,4.392473118,0.316641983,-3.978357636
3173,4.393817204,0.316309003,-3.978684037
3174,4.39516129,0.315976129,-3.979010334
3175,4.396505376,0.315643362,-3.979336527
3176,4.397849462,0.3153107,-3.979662617
3177,4.399193548,0.314978143,-3.979988603
3178,4.400537634,0.314645693,-3.980314485
3179,4.40188172,0.314313348,-3.980640264
3180,4.403225806,0.313981109,-3.980965939
3181,4.404569892,0.313648975,-3.98129151
3182,4.405913978,0.313316947,-3.981616979
3183,4.407258065,0.312985024,-3.981942344
3184,4.408602151,0.312653206,-3.982267606
3185,4.409946237,0.312321494,-3.982592765
3186,4.411290323,0.311989886,-3.98291782
3187,4.412634409,0.311658384,-3.983242773
3188,4.413978495,0.311326987,-3.983567622
3189,4.415322581,0.310995695,-3.983892369
3190,4.416666667,0.310664508,-3.984217013
3191,4.418010753,0.310333426,-3.984541554
3192,4.419354839,0.310002448,-3.984865992
3193,4.420698925,0.309671576,-3.985190328
3194,4.422043011,0.309340807,-3.985514561
3195,4.423387097,0.309010144,-3.985838692
3196,4.424731183,0.308679585,-3.98616272
3197,4.426075269,0.30834913,-3.986486646
3198,4.427419355,0.30801878,-3.986810469
