Time (hr),Time (month),Q (Rejection) (w) (before time),Q (Rejection) (W/m) (before time),Tb (C),GHE ExFT (C)
1,0.0013440860215053765,12.204401264320719,0.04936196614832097,6.1,0.0
2,0.002688172043010753,12.178494351372668,0.04925718295312337,7.15758379814381,5.3274895874812325
3,0.004032258064516129,12.48765017921941,0.05050759574914809,6.719205961974034,4.892996586820837
4,0.005376344086021506,12.084711326500726,0.04887786778650805,6.473111020889915,4.600542608658105
5,0.006720430107526882,14.9106373908741,0.060307618718662484,6.233455363491488,4.421309092882249
6,0.008064516129032258,13.336015221891575,0.05393889611455222,6.335525250600783,4.099621122628269
7,0.009408602150537635,14.202515103627379,0.057443544716594686,5.979405320843243,3.979621495130905
8,0.010752688172043012,11.733068161419185,0.047455610550359274,5.957183171786564,3.8274645477371303
9,0.012096774193548387,11.045671404530903,0.044675363104449556,5.627517288448207,3.868101185152966
10,0.013440860215053764,9.443415195070461,0.038194871758795206,5.560789990786983,3.904451523007318
11,0.01478494623655914,9.31370791757722,0.03767025722817255,5.419476426210287,4.003402085234136
12,0.016129032258064516,8.565170846131542,0.034642721441596504,5.449785511399277,4.053161246873427
13,0.01747311827956989,8.628211000971799,0.034897693883244,5.402921214748953,4.118542797540816
14,0.01881720430107527,8.521647232378818,0.03446668567366454,5.439044456436631,4.145212939489
15,0.020161290322580645,10.242557103141332,0.0414270840533239,5.439021750336204,4.161169856783827
16,0.021505376344086023,10.177962533524193,0.04116582461996455,5.592082380090125,4.056173813101269
17,0.0228494623655914,12.356561199702274,0.04997739278144823,5.521650901004662,3.9954285238858622
18,0.024193548387096774,12.458461723964604,0.05038954001589212,5.667209072835021,3.8142979282806784
19,0.025537634408602152,14.395262535960876,0.058223131688864845,5.562865816155419,3.694674318597512
20,0.026881720430107527,13.623927381120913,0.055103386690514906,5.647469801684872,3.4888480014456444
21,0.028225806451612902,15.313403530839794,0.06193664812666786,5.4467664982345205,3.4038092005612612
22,0.02956989247311828,14.5610667788284,0.05889374413812949,5.5248509736142974,3.2285506029226085
23,0.030913978494623656,16.188539050224946,0.06547622446044285,5.340574658828022,3.157089911328755
24,0.03225806451612903,14.60959906241775,0.059090037990466346,5.420551469129855,2.9930213549312765
25,0.033602150537634407,16.11099102413378,0.0651625734294847,5.171257042525765,2.980494703172258
26,0.03494623655913978,15.293886989752263,0.06185771145295233,5.273771069612832,2.857869563039001
27,0.036290322580645164,17.33241561325788,0.0701027518057343,5.117135452821019,2.823761658213064
28,0.03763440860215054,16.89994287977842,0.06835357100056899,5.257805724135697,2.6587471727462515
29,0.038978494623655914,19.008420168243774,0.07688152598038449,5.110880994880321,2.576673297594142
30,0.04032258064516129,53.01348867834917,0.21441855088748749,5.229157243532334,2.3787757335893365
31,0.041666666666666664,32.622502922444426,0.1319450950567243,8.044720494777811,0.09515569302815954
32,0.043010752688172046,16.474551369171426,0.06663303093542437,4.966408482880924,0.07454591275823264
33,0.04435483870967742,8.606967332354397,0.034811771663181966,3.4548133020320444,0.9843946038099005
34,0.0456989247311828,5.70003898683012,0.023054398607376382,3.200666222737794,1.9100202709078558
35,0.04704301075268817,5.0924355218218365,0.02059688340267529,3.4387996768595364,2.5840581680855377
36,0.04838709677419355,5.432506932453249,0.021972337478302476,3.781270768752073,3.0176416021247556
37,0.04973118279569892,3.3262749097767257,0.013453463708737439,4.1223993674851,3.3077752600713084
38,0.051075268817204304,2.3359399841492396,0.00944795143365044,4.145104098059996,3.646317117558876
39,0.05241935483870968,2.150101061935223,0.008696306646766312,4.273856690791577,3.9235740223623945
40,0.053763440860215055,2.8231626603255804,0.011418574058000008,4.43986078551508,4.1174453371398565
41,0.05510752688172043,8.007481366736505,0.03238708852630946,4.636919673640404,4.213576198731463
42,0.056451612903225805,11.42201249328959,0.046197513653353395,5.170048368970031,3.9692975108271678
43,0.05779569892473118,12.514420655932392,0.05061587171751894,5.354710852139684,3.6419386738604107
44,0.05913978494623656,13.62237296634403,0.055097099698803054,5.2739262240972735,3.397343481839103
45,0.06048387096774194,14.077125644958814,0.0569363940518383,5.225630873955794,3.182906666413098
46,0.06182795698924731,0.0,0.0,5.129616060726697,3.0187000405426674
47,0.06317204301075269,0.0,0.0,3.7994019888338735,3.7994019888338735
48,0.06451612903225806,0.6628715459641245,0.0026810526877893083,4.225447770801183,4.225447770801183
49,0.06586021505376344,2.692764531820392,0.010891165308838748,4.542692808643135,4.443292817409774
50,0.06720430107526881,4.3376807912686255,0.01754419964925182,4.874670587970373,4.470880785125316
