Time (hr),Time (month),Q (Rejection) (w) (before time),Q (Rejection) (W/m) (before time),Tb (C),GHE ExFT (C)
1,0.0013440860215053765,12.257517592250073,0.04889264629609204,6.1,0.0
2,0.002688172043010753,12.231497926529151,0.04878885935038617,7.17234113204,5.3334249839863075
3,0.004032258064516129,12.541999270798822,0.05002738356914288,6.732347739018824,4.897335153256686
4,0.005376344086021506,12.137306736619415,0.04841315060693093,6.485776963023178,4.604181867248499
5,0.006720430107526882,14.975531873457587,0.059734230644527105,6.244990529652308,4.424108839385593
6,0.008064516129032258,13.394056590939947,0.05342606008452439,6.350040002282774,4.10335773725339
7,0.009408602150537635,14.264327677085719,0.05689738746190002,5.991279498366518,3.981855749417764
8,0.010752688172043012,11.784133140567434,0.047004415797216606,5.967380158194608,3.8273952624676904
9,0.012096774193548387,11.093744676772303,0.044250602171154216,5.634493316428594,3.8665959783325676
10,0.013440860215053764,9.484515084152347,0.03783172553573192,5.567015941084435,3.902693122457631
11,0.01478494623655914,9.354243291109597,0.0373120988942312,5.423961570024758,4.001061067256241
12,0.016129032258064516,8.602448416213091,0.034313348076302964,5.453800912026571,4.050444244464432
13,0.01747311827956989,8.665762936134003,0.03456589631085392,5.406525049548115,4.115955308463266
14,0.01881720430107527,8.558735377801943,0.03413898600751711,5.442750488747135,4.142682079419505
15,0.020161290322580645,10.28713503942372,0.04103320685427228,5.443215900554084,4.159204144119045
16,0.021505376344086023,10.222259339559557,0.04077443140297899,5.598568664909578,4.055256277320937
17,0.0228494623655914,12.410339762250958,0.04950222162387119,5.528195628030605,3.994616122422237
18,0.024193548387096774,12.51268378075325,0.04991045027698093,5.676309635797682,3.814466565218264
19,0.025537634408602152,14.457913990049379,0.05766956233795169,5.571874928307611,3.694677846048083
20,0.026881720430107527,13.68322180931846,0.05457947900780228,5.658566604796622,3.489539205620545
21,0.028225806451612902,15.380050943198855,0.06134777169376768,5.456520279513732,3.4037149416315113
22,0.02956989247311828,14.624439850663277,0.05833379879046924,5.536123673048623,3.228754026259885
23,0.030913978494623656,16.258995251251598,0.06485369471971192,5.350588057714745,3.1565778598727245
24,0.03225806451612903,14.673183357780474,0.058528226335424906,5.431955651306284,2.992723670308865
25,0.033602150537634407,16.181109718526972,0.06454302579556569,5.1804102715147415,2.9790874003132104
26,0.03494623655913978,15.360449461689093,0.06126958552800259,5.284349916209463,2.8568025983380947
27,0.036290322580645164,17.407850225049373,0.06943623432911171,5.124972867940716,2.8205439047449494
28,0.03763440860215054,16.973495271948117,0.06770368424879508,5.267697345185608,2.656110077141791
29,0.038978494623655914,19.091149132754886,0.07615055780331004,5.120017903563353,2.5735941020398716
30,0.04032258064516129,53.24421542916082,0.21237991891089067,5.240404793973296,2.3762830694145705
31,0.041666666666666664,32.7644834690994,0.13069059777174413,8.096607239020479,0.10872169806568456
32,0.043010752688172046,16.546252360810577,0.06599950260030471,4.988852981691459,0.0734092729213019
33,0.04435483870967742,8.644426810242846,0.03448079101537511,3.457835481777587,0.9755081730814159
34,0.0456989247311828,5.724846851917259,0.022835203794205255,3.1957549333718545,1.8988874451232984
35,0.04704301075268817,5.114598958542568,0.020401053960916946,3.4322735479581588,2.57341177257053
36,0.04838709677419355,5.456150437239204,0.021763430601549314,3.775132049634564,3.007821821858173
37,0.04973118279569892,3.340751614128245,0.013325551915662181,4.11090796325099,3.292356974460805
38,0.051075268817204304,2.346106525836467,0.009358122937812503,4.136336729270159,3.635145354783284
39,0.05241935483870968,2.1594587903983866,0.008613624580615738,4.267998129497538,3.916026929542453
40,0.053763440860215055,2.8354497058279398,0.011310009430054209,4.435929810975389,4.1119601645250485
41,0.05510752688172043,8.042331745460713,0.032079161091741304,4.6344790720222155,4.209094877237312
42,0.056451612903225805,11.47172368747823,0.045758280535774805,5.1741313329874945,3.96759227616549
43,0.05779569892473118,12.568886258710439,0.050134630079705596,5.361996752337455,3.640968185488682
44,0.05913978494623656,13.681660629375205,0.05457325179105993,5.282229746262253,3.3966009694529697
45,0.06048387096774194,14.138392494996454,0.0563950586446836,5.234620605912539,3.1820494817678115
46,0.06182795698924731,0.0,0.0,5.138737441382263,3.0176457871464653
47,0.06317204301075269,0.0,0.0,3.7906726807714373,3.7906726807714373
48,0.06451612903225806,0.6657565135793243,0.002655561984127497,4.217272754756877,4.217272754756877
49,0.06586021505376344,2.704484055032633,0.010787615136668004,4.535189715897874,4.435310568731322
50,0.06720430107526881,4.356559363873041,0.017377394276019302,4.870099183065805,4.464362918481721
51,0.06854838709677419,6.3056057908082375,0.025151728422360246,5.0645595824025795,4.4109731360534505
52,0.06989247311827956,6.345676076018457,0.025311560318747282,5.23138660893492,4.285397323199814
53,0.07123655913978495,7.763574393370567,0.030967256946745764,5.170833485400047,4.218832713735949
54,0.07258064516129033,41.79504211864073,0.1667115870613943,5.256460730231607,4.091741837426446
55,0.0739247311827957,25.193281137625515,0.1004906723102504,8.161448144316214,1.8912080828908453
56,0.07526881720430108,12.969762575250781,0.051733640956547366,5.451423705174543,1.6718385520006602
57,0.07661290322580645,7.2979958414042025,0.029110162531582082,4.191280019102515,2.2455103592546943
58,0.07795698924731183,4.802883363205922,0.019157686351360635,3.9470704010259294,2.8521992494909685
59,0.0793010752688172,4.277806508957716,0.017063265787016203,4.036367355725271,3.3158218042016925
60,0.08064516129032258,4.8256072046021945,0.01924832695061043,4.252122778177067,3.6103511136970403
61,0.08198924731182795,3.404586527363574,0.013580175889127246,4.508362173950955,3.7844075113594196
62,0.08333333333333333,3.5058897592370304,0.013984253064408763,4.516973785564414,4.006205671588927
63,0.0846774193548387,3.8984397827466735,0.015550052118624636,4.665158921460383,4.139192938296447
64,0.08602150537634409,4.335396702420023,0.017292980893511858,4.788981783422727,4.204124057153552
